5
11
['31', '39', '30']
['39', '35', '41']
['1', '11', '47']
['18', '10', '25']
['4', '0', '27']
['22', '45', '28']
['24', '46', '38']
['45', '36', '7']
['34', '38', '12']
['8', '18', '39']
['9', '33', '27']
['4', '2', '1']
['41', '44', '18']
['2', '37', '22']
['11', '8', '15']
['11', '29', '12']
['17', '30', '23']
['3', '44', '43']
['24', '7', '38']
['10', '1', '36']
['14', '38', '18']
['28', '4', '32']
['39', '36', '42']
['32', '19', '45']
['21', '25', '17']
['24', '18', '3']
['35', '45', '11']
['10', '18', '23']
['6', '36', '20']
['14', '19', '15']
['44', '13', '8']
['40', '49', '26']
['46', '24', '0']
['11', '7', '13']
['12', '15', '36']
['47', '21', '11']
['32', '19', '6']
['12', '37', '29']
['12', '2', '3']
['8', '24', '33']
['18', '1', '32']
['44', '25', '11']
['12', '37', '46']
['40', '49', '26']
['20', '5', '3']
['16', '36', '10']
['38', '32', '0']
['16', '39', '7']
['6', '48', '47']
['47', '41', '49']
['44', '41', '8']
['4', '0', '6']
['3', '25', '18']
['14', '34', '22']
['0', '49', '25']
['8', '46', '49']
['15', '0', '8']
['35', '9', '11']
['43', '1', '45']
['16', '6', '24']
['5', '17', '24']
['27', '21', '10']
['4', '15', '46']
['27', '3', '35']
['22', '45', '40']
['46', '43', '4']
['49', '23', '5']
['36', '22', '14']
['39', '36', '0']
['19', '38', '11']
['20', '34', '3']
['41', '26', '6']
['4', '49', '1']
['33', '16', '24']
['32', '14', '42']
['9', '31', '7']
['44', '21', '24']
['43', '46', '22']
['49', '23', '33']
['32', '17', '45']
['27', '13', '23']
['8', '43', '20']
['6', '31', '1']
['26', '3', '34']
['23', '15', '17']
['6', '33', '32']
['34', '19', '35']
['32', '30', '3']
['47', '44', '4']
['46', '11', '26']
['5', '32', '22']
['18', '8', '31']
['20', '38', '33']
['16', '35', '20']
['7', '24', '36']
['4', '0', '16']
['46', '10', '21']
['35', '39', '7']
['49', '40', '24']
['10', '43', '20']
