50
20
['507', '758', '889']
['461', '77', '785']
['122', '935', '77']
['596', '567', '236']
['748', '758', '316']
['246', '968', '77']
['935', '877', '49']
['444', '236', '122']
['218', '847', '100']
['97', '562', '246']
['265', '847', '298']
['122', '748', '507']
['231', '315', '385']
['24', '231', '567']
['820', '935', '785']
['717', '864', '695']
['694', '948', '368']
['190', '562', '862']
['726', '385', '582']
['582', '798', '507']
['190', '877', '596']
['531', '582', '463']
['862', '215', '59']
['994', '358', '136']
['567', '720', '218']
['843', '898', '21']
['909', '828', '461']
['748', '720', '218']
['260', '889', '934']
['97', '520', '224']
['726', '92', '794']
['764', '507', '100']
['100', '908', '903']
['862', '385', '925']
['862', '49', '92']
['236', '798', '26']
['231', '717', '385']
['306', '475', '17']
['948', '122', '358']
['164', '298', '385']
['847', '914', '336']
['122', '49', '798']
['336', '164', '265']
['136', '461', '748']
['847', '97', '64']
['461', '934', '316']
['794', '315', '909']
['463', '122', '224']
['764', '21', '17']
['164', '596', '97']
['694', '164', '267']
['987', '908', '726']
['109', '877', '491']
['948', '764', '720']
['897', '231', '298']
['246', '100', '92']
['909', '908', '820']
['26', '265', '685']
['758', '903', '358']
['92', '717', '994']
['190', '463', '903']
['100', '368', '265']
['767', '843', '21']
['316', '898', '935']
['934', '74', '935']
['306', '877', '562']
['978', '49', '316']
['218', '92', '935']
['24', '968', '726']
['898', '216', '49']
['694', '948', '520']
['798', '726', '17']
['100', '491', '306']
['695', '17', '100']
['17', '748', '236']
['92', '461', '860']
['909', '514', '685']
['748', '720', '978']
['567', '726', '843']
['74', '822', '551']
['634', '491', '711']
['136', '385', '889']
['218', '790', '385']
['798', '822', '660']
['860', '978', '59']
['660', '531', '385']
['948', '358', '475']
['914', '463', '215']
['385', '889', '551']
['562', '17', '136']
['903', '822', '562']
['994', '785', '551']
['21', '794', '978']
['822', '711', '694']
['358', '226', '913']
['491', '109', '49']
['265', '925', '562']
['315', '368', '336']
['164', '711', '660']
['567', '358', '785']
['660', '994', '246']
['847', '925', '909']
['794', '531', '935']
['461', '934', '74']
['790', '694', '491']
['914', '316', '100']
['463', '567', '507']
['717', '74', '860']
['726', '24', '428']
['265', '393', '860']
['582', '909', '794']
['820', '978', '59']
['634', '785', '231']
['968', '298', '97']
['49', '246', '428']
['551', '758', '298']
['908', '358', '260']
['215', '557', '748']
['164', '59', '828']
['226', '862', '748']
['21', '100', '164']
['336', '17', '190']
['236', '306', '538']
['994', '218', '298']
['92', '711', '449']
['903', '843', '994']
['514', '847', '218']
['717', '925', '224']
['298', '695', '231']
['520', '785', '64']
['226', '798', '862']
['913', '289', '847']
['557', '694', '538']
['660', '685', '847']
['461', '925', '790']
['634', '236', '224']
['660', '393', '26']
['660', '491', '92']
['862', '717', '877']
['562', '216', '491']
['978', '444', '316']
['461', '903', '909']
['74', '925', '694']
['758', '520', '562']
['218', '897', '913']
['514', '889', '567']
['860', '843', '717']
['596', '475', '903']
['557', '358', '785']
['538', '17', '306']
['77', '226', '136']
['596', '860', '428']
['767', '820', '463']
['767', '898', '994']
['26', '717', '685']
['843', '634', '864']
['518', '903', '695']
['59', '864', '475']
['758', '987', '695']
['449', '726', '246']
['948', '449', '336']
['695', '711', '790']
['994', '908', '557']
['306', '74', '864']
['794', '948', '898']
['224', '934', '518']
['660', '790', '978']
['92', '17', '551']
['948', '190', '507']
['877', '26', '720']
['897', '231', '393']
['551', '368', '59']
['514', '711', '828']
['968', '987', '935']
['596', '745', '551']
['903', '77', '538']
['475', '59', '74']
['822', '557', '216']
['260', '538', '695']
['711', '109', '790']
['336', '847', '24']
['968', '298', '551']
['864', '24', '914']
['393', '695', '298']
['520', '843', '26']
['745', '720', '92']
['934', '267', '224']
['567', '908', '551']
['764', '582', '897']
['913', '136', '877']
['491', '336', '265']
['136', '215', '758']
['828', '720', '226']
['567', '298', '660']
['767', '491', '562']
['21', '216', '582']
['21', '218', '798']
['518', '843', '316']
['231', '758', '567']
['514', '92', '74']
['236', '864', '109']
['695', '215', '935']
['794', '236', '898']
['745', '236', '934']
['903', '21', '557']
['567', '820', '903']
['236', '790', '97']
['507', '306', '428']
['994', '822', '694']
['226', '74', '538']
['968', '59', '925']
['49', '518', '64']
['246', '909', '92']
['898', '726', '109']
