5
5
['0', '5', '2', '16', '14']
['0', '6', '12', '23', '24']
['0', '7', '9', '23', '6']
['0', '8', '1', '18', '13']
['0', '9', '21', '15', '6']
['0', '10', '7', '9', '21']
['0', '11', '19', '6', '14']
['0', '12', '16', '20', '23']
['0', '13', '10', '18', '9']
['0', '14', '21', '15', '10']
['0', '15', '7', '4', '6']
['0', '16', '23', '9', '1']
['0', '17', '5', '14', '20']
['0', '18', '24', '17', '14']
['0', '19', '7', '3', '15']
['0', '20', '14', '11', '5']
['0', '21', '24', '14', '18']
['0', '22', '16', '12', '14']
['0', '23', '3', '16', '22']
['0', '24', '13', '21', '18']
['3', '5', '15', '8', '20']
['3', '6', '23', '4', '22']
['3', '7', '2', '13', '19']
['3', '8', '22', '16', '23']
['3', '9', '2', '6', '7']
['3', '10', '17', '4', '9']
['3', '11', '22', '24', '14']
['3', '12', '18', '0', '22']
['3', '13', '9', '24', '23']
['3', '14', '13', '10', '9']
['3', '15', '16', '13', '20']
['3', '16', '10', '11', '6']
['3', '17', '23', '1', '9']
['3', '18', '8', '23', '2']
['3', '19', '2', '12', '11']
['3', '20', '2', '12', '14']
['3', '21', '10', '23', '18']
['3', '22', '20', '10', '21']
['3', '23', '6', '9', '15']
['3', '24', '0', '19', '14']
['6', '11', '12', '4', '8']
['6', '12', '10', '9', '0']
['6', '13', '16', '21', '0']
['6', '14', '0', '9', '19']
['6', '15', '3', '5', '0']
['6', '16', '11', '2', '14']
['6', '17', '12', '7', '19']
['6', '18', '16', '15', '14']
['6', '19', '8', '4', '12']
['6', '20', '22', '12', '2']
['6', '21', '5', '3', '18']
['6', '22', '5', '0', '14']
['6', '23', '17', '3', '4']
['6', '24', '9', '14', '12']
['9', '11', '15', '8', '10']
['9', '12', '4', '21', '20']
['9', '13', '17', '18', '19']
['9', '14', '18', '4', '10']
['9', '15', '11', '10', '5']
['9', '16', '10', '24', '3']
['9', '17', '0', '7', '15']
['9', '18', '4', '6', '0']
['9', '19', '7', '20', '13']
['9', '20', '22', '13', '7']
['9', '21', '14', '7', '5']
['9', '22', '2', '8', '17']
['9', '23', '8', '1', '2']
['9', '24', '8', '17', '16']
['12', '17', '5', '15', '4']
['12', '18', '15', '17', '2']
['12', '19', '20', '4', '10']
['12', '20', '15', '17', '11']
['12', '21', '23', '2', '0']
['12', '22', '5', '17', '2']
['12', '23', '10', '21', '22']
['12', '24', '16', '19', '5']
['15', '17', '18', '5', '16']
['15', '18', '19', '21', '7']
['15', '19', '3', '9', '13']
['15', '20', '23', '14', '24']
['15', '21', '22', '18', '20']
['15', '22', '1', '24', '14']
['15', '23', '11', '7', '13']
['15', '24', '19', '10', '9']
['18', '23', '13', '11', '24']
['18', '24', '4', '14', '23']
['21', '23', '12', '9', '11']
['21', '24', '23', '7', '11']
