['34', '98', '131', '320', '39', '298', '77', '302', '15', '112', '113', '145', '120', '245', '56', '250', '379', '348', '318', '32']
['3', '186', '259', '387', '352', '72', '138', '394', '335', '400', '177', '146', '157', '310', '184', '89', '26', '128', '351', '96']
['33', '353', '383', '5', '6', '201', '378', '124', '140', '14', '315', '273', '211', '244', '377', '254', '27', '28', '222', '287']
['99', '355', '69', '75', '76', '108', '109', '79', '80', '110', '111', '172', '306', '255', '398', '183', '152', '217', '317', '31']
['97', '161', '132', '167', '360', '393', '299', '333', '252', '241', '272', '179', '148', '336', '55', '247', '185', '279', '91', '156']
['193', '226', '36', '260', '134', '232', '170', '139', '332', '364', '274', '85', '22', '87', '181', '278', '122', '155', '349', '319']
['65', '386', '35', '100', '101', '288', '174', '368', '82', '114', '189', '253', '118', '151', '338', '313', '219', '188', '125', '64']
['291', '164', '38', '70', '8', '238', '209', '50', '178', '210', '53', '242', '246', '88', '284', '305', '59', '220', '380', '223']
['1', '324', '230', '327', '10', '234', '235', '237', '395', '271', '397', '309', '54', '23', '312', '57', '218', '375', '92', '29']
['225', '2', '323', '357', '103', '231', '233', '265', '266', '331', '369', '371', '180', '213', '214', '215', '340', '282', '285', '384']
['321', '322', '68', '4', '388', '296', '73', '268', '47', '16', '175', '208', '19', '344', '280', '90', '123', '190', '95', '376']
['129', '289', '166', '199', '137', '202', '267', '13', '46', '142', '143', '176', '367', '399', '221', '276', '86', '93', '94', '159']
['195', '37', '133', '197', '104', '107', '45', '173', '270', '303', '18', '147', '116', '341', '311', '24', '153', '381', '30', '160']
['194', '294', '71', '40', '169', '264', '326', '12', '330', '363', '396', '49', '275', '382', '121', '314', '347', '350', '126', '224']
['227', '165', '135', '136', '41', '105', '11', '168', '200', '203', '329', '115', '307', '149', '342', '119', '281', '60', '61', '62']
['66', '130', '356', '229', '293', '9', '44', '205', '206', '239', '240', '81', '301', '243', '334', '343', '249', '58', '286', '63']
['162', '358', '7', '359', '390', '106', '43', '362', '269', '365', '207', '337', '84', '21', '277', '25', '316', '191', '158', '127']
['385', '258', '354', '292', '325', '262', '263', '297', '74', '171', '236', '361', '78', '304', '20', '212', '216', '345', '346', '251']
['290', '163', '196', '389', '102', '295', '204', '141', '283', '366', '144', '370', '308', '372', '182', '373', '248', '374', '187', '256']
['257', '67', '228', '261', '198', '391', '328', '392', '42', '300', '48', '17', '51', '52', '83', '117', '150', '339', '154', '192']
