4
250
['517', '320']
['971', '892']
['978', '497']
['811', '959']
['512', '792']
['399', '741']
['950', '3']
['708', '807']
['743', '443']
['748', '961']
['298', '3']
['783', '809']
['8', '585']
['391', '560']
['13', '71']
['459', '676']
['484', '479']
['577', '322']
['7', '536']
['794', '979']
['789', '585']
['810', '783']
['567', '527']
['916', '600']
['242', '320']
['423', '743']
['463', '62']
['106', '905']
['296', '108']
['832', '231']
['942', '500']
['186', '65']
['794', '67']
['117', '671']
['212', '208']
['580', '168']
['888', '587']
['692', '500']
['106', '536']
['831', '866']
['974', '316']
['381', '835']
['207', '546']
['586', '207']
['259', '753']
['725', '480']
['94', '234']
['849', '74']
['771', '621']
['728', '490']
['745', '74']
['68', '309']
['907', '741']
['254', '189']
['201', '194']
['111', '718']
['615', '560']
['329', '288']
['409', '599']
['359', '218']
['695', '348']
['573', '140']
['697', '930']
['137', '336']
['969', '575']
['572', '234']
['801', '69']
['791', '164']
['454', '108']
['194', '276']
['332', '842']
['956', '932']
['824', '784']
['459', '37']
['245', '398']
['964', '452']
['262', '265']
['507', '793']
['417', '528']
['321', '707']
['673', '297']
['322', '148']
['418', '165']
['205', '136']
['289', '83']
['183', '318']
['94', '862']
['248', '108']
['690', '959']
['388', '890']
['380', '298']
['177', '810']
['734', '72']
['540', '608']
['753', '244']
['203', '664']
['563', '908']
['644', '691']
['732', '442']
['2', '369']
['556', '974']
['201', '10']
['872', '837']
['867', '724']
['595', '581']
['57', '222']
['391', '448']
['463', '492']
['65', '70']
['539', '729']
['574', '48']
['145', '954']
['92', '494']
['253', '522']
['165', '640']
['701', '558']
['856', '898']
['101', '829']
['802', '440']
['169', '365']
['416', '580']
['943', '767']
['513', '204']
['164', '19']
['12', '782']
['440', '776']
['790', '352']
['857', '930']
['481', '656']
['78', '13']
['417', '788']
['240', '322']
['342', '261']
['173', '859']
['553', '818']
['449', '534']
['974', '896']
['248', '701']
['300', '166']
['974', '788']
['881', '127']
['292', '69']
['395', '657']
['75', '63']
['970', '305']
['521', '797']
['288', '708']
['588', '918']
['809', '29']
['714', '972']
['939', '874']
['411', '801']
['603', '715']
['412', '800']
['956', '997']
['200', '75']
['9', '778']
['642', '38']
['234', '660']
['484', '368']
['482', '874']
['808', '804']
['781', '129']
['875', '416']
['143', '697']
['818', '676']
['90', '782']
['13', '266']
['487', '431']
['664', '124']
['538', '539']
['786', '124']
['249', '229']
['430', '193']
['706', '891']
['578', '680']
['802', '46']
['686', '715']
['282', '822']
['557', '206']
['95', '320']
['125', '746']
['652', '64']
['159', '949']
['237', '904']
['165', '653']
['86', '678']
['349', '729']
['128', '911']
['822', '153']
['203', '856']
['640', '594']
['395', '669']
['642', '154']
['254', '102']
['518', '583']
['360', '815']
['941', '608']
['354', '671']
['100', '302']
['188', '658']
['101', '317']
['435', '89']
['548', '320']
['67', '214']
['837', '751']
['285', '367']
['972', '390']
['199', '985']
['667', '235']
['962', '649']
['783', '866']
['714', '397']
['192', '463']
['293', '734']
['261', '678']
['845', '725']
['25', '60']
['941', '479']
['801', '912']
['785', '436']
['399', '830']
['938', '990']
['201', '696']
['749', '319']
['436', '306']
['23', '349']
['726', '498']
['146', '495']
['963', '822']
['657', '851']
['695', '604']
['90', '904']
['889', '347']
['736', '81']
['159', '766']
['61', '533']
['746', '82']
['81', '808']
['194', '776']
['471', '211']
['963', '805']
['977', '661']
['929', '656']
['311', '317']
['924', '341']
['301', '979']
['919', '662']
['686', '760']
['114', '268']
['839', '151']
['497', '109']
['715', '995']
['305', '256']
['466', '263']
['415', '845']
['44', '184']
['32', '554']
['453', '177']
['253', '183']
['15', '785']
['733', '557']
['962', '444']
['3', '649']
['158', '546']
['761', '118']
['78', '448']
['932', '669']
['77', '102']
['445', '871']
['542', '810']
['383', '673']
['492', '573']
['147', '195']
['776', '222']
['542', '114']
['435', '29']
['225', '722']
['828', '892']
['900', '872']
['342', '26']
['537', '74']
['840', '341']
['2', '701']
['578', '426']
['703', '782']
['952', '862']
['840', '448']
['646', '375']
['492', '687']
['889', '281']
['739', '397']
['360', '404']
['95', '752']
['552', '373']
['835', '199']
['253', '526']
['555', '423']
['505', '197']
['372', '639']
['586', '207']
['350', '454']
['602', '728']
['571', '426']
['903', '893']
['983', '290']
['593', '763']
['874', '428']
['68', '103']
['356', '499']
['825', '392']
['654', '99']
['449', '18']
['761', '26']
['96', '498']
['840', '993']
['848', '525']
['117', '859']
['39', '495']
['384', '515']
['754', '454']
['112', '145']
['525', '725']
['324', '156']
['73', '935']
['817', '159']
['383', '583']
['121', '447']
['887', '861']
['77', '657']
['962', '53']
['797', '240']
['113', '273']
['120', '806']
['863', '688']
['990', '857']
['188', '992']
['580', '938']
['338', '177']
['177', '280']
['30', '215']
['692', '673']
['750', '785']
['33', '563']
['597', '784']
['339', '110']
['694', '313']
['570', '71']
['859', '459']
['141', '93']
['826', '23']
['507', '538']
['802', '652']
['908', '653']
['451', '316']
['856', '661']
['264', '163']
['528', '21']
['554', '685']
['589', '857']
['566', '904']
['89', '69']
['299', '283']
['236', '435']
['895', '430']
['297', '710']
['347', '547']
['388', '320']
['733', '312']
['875', '725']
['557', '686']
['693', '481']
['631', '113']
['793', '864']
['935', '838']
['675', '578']
['86', '624']
['756', '784']
['177', '534']
['685', '686']
['674', '473']
['459', '252']
['392', '293']
['921', '562']
['516', '135']
['278', '649']
['734', '628']
['55', '17']
['857', '713']
['140', '171']
['257', '415']
['817', '689']
['273', '830']
['113', '837']
['597', '985']
['734', '413']
['467', '960']
['35', '483']
['281', '981']
['730', '718']
['426', '615']
['695', '379']
['352', '590']
['268', '242']
['825', '551']
['303', '479']
['187', '830']
['630', '473']
['680', '981']
['676', '748']
['722', '619']
['149', '540']
['966', '208']
['347', '478']
['55', '542']
['905', '241']
['859', '813']
['888', '115']
['746', '311']
['462', '265']
['793', '168']
['498', '842']
['226', '453']
['155', '823']
['438', '590']
['216', '359']
['943', '703']
['708', '23']
['904', '208']
['833', '526']
['24', '129']
['459', '160']
['836', '940']
['283', '866']
['376', '910']
['110', '86']
['89', '963']
['206', '222']
['986', '479']
['438', '123']
['399', '352']
['709', '760']
['21', '765']
['710', '657']
['704', '898']
['416', '168']
['389', '683']
['914', '834']
['959', '163']
['559', '92']
['724', '276']
['53', '308']
['462', '642']
['826', '197']
['993', '406']
['398', '509']
['834', '328']
['531', '250']
['174', '166']
['371', '918']
['53', '779']
['425', '537']
['425', '915']
['188', '502']
['386', '642']
['727', '68']
['304', '791']
['789', '87']
['148', '151']
['340', '238']
['279', '449']
['35', '192']
['6', '443']
['335', '930']
['527', '434']
['788', '645']
['556', '788']
['642', '440']
['107', '491']
['985', '614']
['328', '4']
['913', '935']
['493', '297']
['715', '988']
['577', '394']
['314', '431']
['912', '298']
['478', '138']
['510', '549']
['833', '722']
['47', '46']
['357', '645']
['990', '578']
['551', '539']
['170', '599']
['38', '240']
['730', '994']
['73', '323']
['596', '670']
['763', '827']
['312', '913']
['955', '169']
['497', '988']
['537', '183']
['293', '410']
['179', '798']
['717', '186']
['842', '578']
['82', '429']
['230', '313']
['731', '476']
['670', '693']
['730', '727']
['595', '398']
['898', '119']
['177', '600']
['893', '649']
['681', '75']
['731', '90']
['821', '624']
['212', '326']
['330', '584']
['710', '997']
['346', '197']
['708', '679']
['481', '706']
['958', '8']
['141', '127']
['997', '401']
['277', '290']
['799', '414']
['888', '315']
['671', '84']
['155', '495']
['86', '379']
['758', '394']
['8', '989']
['322', '907']
['873', '724']
['842', '218']
['917', '860']
['834', '970']
['912', '953']
['35', '981']
['290', '4']
['789', '72']
['287', '599']
['975', '989']
['497', '686']
['819', '393']
['615', '135']
['426', '362']
['656', '774']
['884', '663']
['499', '198']
['912', '75']
['98', '731']
['173', '98']
['230', '465']
['128', '940']
['208', '566']
['30', '441']
['702', '417']
['463', '135']
['763', '443']
['177', '388']
['111', '714']
['97', '341']
['227', '449']
['287', '614']
['116', '737']
['182', '335']
['39', '535']
['303', '671']
['26', '735']
['920', '719']
['431', '65']
['867', '838']
['621', '525']
['314', '665']
['747', '515']
['782', '550']
['917', '19']
['688', '959']
['504', '242']
['362', '889']
['93', '673']
['950', '893']
['906', '934']
['540', '360']
['502', '976']
['854', '852']
['319', '404']
['785', '661']
['556', '678']
['407', '855']
['231', '645']
['434', '178']
['337', '980']
['630', '487']
['472', '83']
['982', '451']
['862', '689']
['688', '93']
['809', '783']
['848', '389']
['651', '753']
['193', '648']
['144', '704']
['936', '798']
['282', '333']
['9', '669']
['85', '547']
['638', '411']
['826', '184']
['578', '120']
['190', '954']
['519', '506']
['187', '999']
['34', '66']
['546', '780']
['301', '764']
['350', '772']
['156', '732']
['934', '492']
['602', '784']
['783', '75']
['440', '715']
['701', '32']
['92', '433']
['245', '385']
['32', '684']
['981', '349']
['560', '593']
['632', '959']
['332', '726']
['10', '488']
['659', '428']
['523', '517']
['41', '2']
['124', '438']
['986', '260']
['238', '291']
['182', '382']
['132', '941']
['201', '490']
['748', '476']
['464', '927']
['572', '339']
['620', '599']
['530', '151']
['732', '462']
['844', '238']
['75', '236']
['943', '659']
['679', '255']
['636', '8']
['0', '602']
['113', '199']
['51', '303']
['260', '550']
['319', '12']
['858', '766']
['11', '112']
['657', '264']
['192', '97']
['63', '17']
['676', '833']
['168', '576']
['467', '953']
['281', '699']
['336', '468']
['686', '256']
['111', '238']
['345', '896']
['251', '884']
['115', '171']
['611', '157']
['127', '29']
['190', '993']
['586', '992']
['878', '441']
['729', '71']
['363', '588']
['534', '883']
['337', '232']
['478', '465']
['995', '603']
['252', '285']
['605', '762']
['58', '245']
['149', '131']
['284', '763']
['494', '623']
['466', '658']
['159', '149']
['508', '746']
['108', '165']
['509', '886']
['174', '561']
['596', '332']
['179', '734']
['825', '136']
['69', '711']
['978', '267']
['974', '271']
['540', '943']
['874', '428']
['37', '183']
['758', '22']
['212', '904']
['870', '85']
['284', '996']
['504', '944']
['258', '399']
['857', '81']
['595', '617']
['171', '335']
['751', '750']
['382', '958']
['787', '154']
['503', '54']
['471', '631']
['105', '85']
['338', '1']
['600', '524']
['51', '624']
['445', '511']
['731', '316']
['970', '784']
['471', '677']
['250', '826']
['9', '83']
['98', '84']
['4', '685']
['404', '460']
['388', '869']
['209', '910']
['440', '306']
['865', '49']
['969', '130']
['916', '28']
['607', '699']
['314', '574']
['87', '926']
['699', '924']
['684', '101']
['85', '857']
['473', '632']
['544', '223']
['346', '840']
['79', '239']
['636', '492']
['151', '275']
['535', '913']
['725', '179']
['158', '581']
['61', '126']
['129', '24']
['672', '302']
['857', '990']
['179', '789']
['458', '105']
['512', '978']
['347', '573']
['997', '356']
['648', '207']
['493', '330']
['964', '946']
['858', '460']
['111', '351']
['291', '342']
['92', '540']
['784', '91']
['493', '524']
['454', '4']
['770', '904']
['434', '165']
['293', '721']
['465', '628']
['845', '989']
['133', '810']
['444', '711']
['328', '705']
['420', '536']
['764', '960']
['763', '607']
['468', '239']
['601', '539']
['227', '605']
['503', '867']
['634', '805']
['470', '557']
['545', '775']
['670', '647']
['520', '628']
['495', '784']
['851', '282']
['207', '605']
['901', '738']
['419', '56']
['385', '568']
['381', '490']
['128', '779']
['477', '832']
['80', '458']
['883', '992']
['996', '223']
['505', '78']
['630', '380']
['683', '147']
['16', '208']
['709', '925']
['732', '374']
['81', '362']
['978', '469']
['561', '358']
['952', '716']
['427', '372']
['447', '110']
['641', '732']
['817', '946']
['948', '447']
['711', '950']
['577', '599']
['584', '298']
['10', '644']
['175', '223']
['929', '413']
['199', '644']
['205', '62']
['781', '919']
['802', '899']
['826', '480']
['662', '716']
['221', '529']
['855', '56']
['676', '132']
['198', '668']
['877', '886']
['570', '888']
['446', '606']
['446', '58']
['527', '861']
['652', '985']
['494', '164']
['658', '595']
['496', '348']
['293', '825']
['709', '307']
['63', '445']
['166', '111']
['658', '617']
['279', '976']
['340', '450']
['965', '658']
['710', '398']
['583', '401']
['168', '138']
['376', '676']
['902', '881']
['748', '974']
['32', '799']
['620', '273']
['357', '731']
['604', '566']
['164', '860']
['933', '964']
['923', '950']
['775', '227']
['805', '493']
['196', '815']
['305', '914']
['633', '392']
['187', '123']
['957', '886']
['164', '42']
['884', '636']
['813', '703']
['552', '659']
['557', '746']
['824', '503']
['396', '66']
['415', '85']
['944', '692']
['578', '618']
['61', '55']
['823', '999']
['157', '554']
['556', '166']
['29', '762']
['786', '41']
['993', '989']
['362', '996']
['304', '397']
['284', '233']
['474', '953']
['578', '288']
['14', '564']
['169', '495']
['608', '246']
['742', '912']
['386', '709']
['333', '88']
['265', '488']
['553', '689']
['967', '495']
['488', '790']
['709', '684']
['302', '849']
['994', '215']
['99', '467']
['431', '881']
['76', '245']
['454', '371']
['779', '717']
['326', '917']
['835', '109']
['139', '949']
['743', '150']
['183', '212']
['124', '328']
['604', '765']
['862', '84']
['799', '378']
['87', '906']
['82', '490']
['204', '44']
['733', '590']
['250', '845']
['591', '755']
['147', '571']
['805', '49']
['8', '683']
['621', '627']
['108', '276']
['367', '676']
['843', '451']
['238', '316']
['599', '856']
['345', '417']
['582', '845']
['867', '187']
['68', '130']
['923', '865']
['831', '762']
['431', '920']
['373', '106']
['841', '551']
['585', '853']
['665', '134']
['655', '246']
['880', '475']
['520', '807']
['875', '192']
['606', '979']
['27', '390']
['699', '820']
['986', '905']
['321', '561']
['834', '614']
['882', '508']
['703', '291']
['819', '7']
['368', '964']
['572', '139']
['146', '148']
['520', '996']
['814', '141']
['489', '361']
['564', '249']
['237', '737']
['479', '522']
['757', '430']
['577', '691']
['278', '298']
['968', '836']
['368', '698']
['722', '766']
['9', '968']
['654', '863']
['538', '855']
['399', '148']
['153', '58']
['441', '45']
['975', '233']
['218', '112']
['412', '253']
['862', '358']
['435', '289']
['809', '356']
['684', '728']
['658', '236']
['808', '251']
['875', '270']
['929', '593']
['924', '587']
['174', '196']
['569', '70']
['811', '692']
