['33', '312', '323', '100', '325', '326', '344', '449', '471', '491', '237', '78', '142', '499', '308', '54', '151', '310', '247', '127']
['288', '97', '194', '446', '197', '134', '198', '230', '265', '351', '357', '44', '473', '485', '276', '277', '121', '122', '190', '191']
['257', '162', '163', '258', '259', '261', '263', '264', '488', '266', '267', '427', '269', '492', '271', '273', '274', '498', '27', '158']
['128', '324', '201', '457', '490', '174', '175', '176', '177', '463', '179', '340', '181', '182', '189', '281', '186', '187', '157', '159']
['321', '103', '328', '329', '170', '331', '391', '459', '334', '335', '49', '337', '338', '339', '341', '347', '343', '435', '346', '91']
['384', '322', '132', '101', '217', '206', '207', '48', '208', '210', '211', '212', '222', '241', '469', '89', '218', '220', '221', '126']
['224', '129', '66', '131', '226', '133', '477', '481', '484', '462', '495', '464', '465', '467', '440', '154', '123', '124', '125', '63']
['482', '293', '294', '295', '135', '296', '297', '298', '299', '141', '300', '301', '302', '303', '304', '305', '306', '307', '336', '408']
['486', '40', '105', '104', '137', '363', '205', '333', '349', '493', '156', '188', '180', '407', '472', '474', '476', '60', '61', '255']
['480', '496', '376', '390', '489', '332', '14', '494', '16', '17', '466', '19', '468', '213', '245', '23', '342', '25', '497', '479']
['192', '193', '195', '6', '199', '200', '345', '202', '203', '422', '460', '219', '143', '146', '51', '470', '183', '475', '313', '155']
['289', '483', '36', '292', '38', '478', '487', '396', '461', '110', '275', '52', '284', '309', '215', '280', '282', '279', '286', '287']
['96', '262', '327', '377', '364', '365', '366', '367', '368', '428', '370', '372', '373', '86', '87', '184', '374', '378', '379', '375']
['69', '70', '71', '72', '74', '75', '76', '77', '204', '79', '80', '81', '82', '83', '268', '270', '272', '369', '412', '95']
['320', '448', '99', '319', '389', '415', '43', '314', '400', '401', '381', '436', '311', '152', '26', '315', '316', '317', '30', '223']
['64', '1', '256', '291', '228', '37', '102', '231', '249', '42', '330', '458', '13', '243', '244', '53', '55', '56', '57', '252']
['160', '2', '3', '4', '5', '35', '452', '8', '73', '10', '11', '233', '425', '426', '429', '402', '115', '84', '148', '22']
['225', '450', '260', '424', '234', '235', '172', '397', '238', '15', '111', '113', '50', '431', '20', '21', '246', '254', '380', '62']
['290', '107', '108', '45', '430', '239', '112', '144', '114', '209', '116', '117', '118', '119', '120', '153', '242', '278', '283', '411']
['196', '165', '167', '168', '9', '106', '394', '92', '399', '145', '18', '371', '149', '150', '214', '24', '442', '28', '93', '445']
['352', '350', '353', '354', '355', '356', '358', '359', '360', '361', '362', '386', '387', '388', '46', '432', '403', '437', '438', '318']
['0', '32', '98', '67', '130', '229', '416', '420', '232', '392', '393', '453', '12', '454', '398', '47', '216', '443', '413', '94']
['65', '417', '227', '90', '7', '136', '169', '138', '171', '140', '173', '236', '423', '433', '404', '439', '441', '58', '285', '414']
['161', '34', '385', '68', '418', '166', '383', '419', '41', '421', '395', '451', '85', '406', '88', '185', '59', '29', '253', '31']
['444', '164', '39', '455', '456', '139', '109', '410', '240', '178', '147', '434', '405', '248', '409', '250', '251', '348', '382', '447']
