63
4
['0', '35', '55']
['0', '35', '110']
['0', '35', '220']
['0', '70', '55']
['0', '70', '110']
['0', '70', '220']
['0', '140', '55']
['0', '140', '110']
['0', '140', '220']
['0', '175', '55']
['0', '175', '110']
['0', '175', '220']
['0', '245', '55']
['0', '245', '110']
['0', '245', '220']
['15', '35', '55']
['15', '35', '110']
['15', '35', '220']
['15', '70', '55']
['15', '70', '110']
['15', '70', '220']
['15', '140', '55']
['15', '140', '110']
['15', '140', '220']
['15', '175', '55']
['15', '175', '110']
['15', '175', '220']
['15', '245', '55']
['15', '245', '110']
['15', '245', '220']
['30', '35', '55']
['30', '35', '110']
['30', '35', '220']
['30', '70', '55']
['30', '70', '110']
['30', '70', '220']
['30', '140', '55']
['30', '140', '110']
['30', '140', '220']
['30', '175', '55']
['30', '175', '110']
['30', '175', '220']
['30', '245', '55']
['30', '245', '110']
['30', '245', '220']
['45', '35', '55']
['45', '35', '110']
['45', '35', '220']
['45', '70', '55']
['45', '70', '110']
['45', '70', '220']
['45', '140', '55']
['45', '140', '110']
['45', '140', '220']
['45', '175', '55']
['45', '175', '110']
['45', '175', '220']
['45', '245', '55']
['45', '245', '110']
['45', '245', '220']
['60', '35', '55']
['60', '35', '110']
['60', '35', '220']
['60', '70', '55']
['60', '70', '110']
['60', '70', '220']
['60', '140', '55']
['60', '140', '110']
['60', '140', '220']
['60', '175', '55']
['60', '175', '110']
['60', '175', '220']
['60', '245', '55']
['60', '245', '110']
['60', '245', '220']
['75', '35', '55']
['75', '35', '110']
['75', '35', '220']
['75', '70', '55']
['75', '70', '110']
['75', '70', '220']
['75', '140', '55']
['75', '140', '110']
['75', '140', '220']
['75', '175', '55']
['75', '175', '110']
['75', '175', '220']
['75', '245', '55']
['75', '245', '110']
['75', '245', '220']
['90', '35', '55']
['90', '35', '110']
['90', '35', '220']
['90', '70', '55']
['90', '70', '110']
['90', '70', '220']
['90', '140', '55']
['90', '140', '110']
['90', '140', '220']
['90', '175', '55']
['90', '175', '110']
['90', '175', '220']
['90', '245', '55']
['90', '245', '110']
['90', '245', '220']
['105', '35', '55']
['105', '35', '110']
['105', '35', '220']
['105', '70', '55']
['105', '70', '110']
['105', '70', '220']
['105', '140', '55']
['105', '140', '110']
['105', '140', '220']
['105', '175', '55']
['105', '175', '110']
['105', '175', '220']
['105', '245', '55']
['105', '245', '110']
['105', '245', '220']
['120', '35', '55']
['120', '35', '110']
['120', '35', '220']
['120', '70', '55']
['120', '70', '110']
['120', '70', '220']
['120', '140', '55']
['120', '140', '110']
['120', '140', '220']
['120', '175', '55']
['120', '175', '110']
['120', '175', '220']
['120', '245', '55']
['120', '245', '110']
['120', '245', '220']
['135', '35', '55']
['135', '35', '110']
['135', '35', '220']
['135', '70', '55']
['135', '70', '110']
['135', '70', '220']
['135', '140', '55']
['135', '140', '110']
['135', '140', '220']
['135', '175', '55']
['135', '175', '110']
['135', '175', '220']
['135', '245', '55']
['135', '245', '110']
['135', '245', '220']
['150', '35', '55']
['150', '35', '110']
['150', '35', '220']
['150', '70', '55']
['150', '70', '110']
['150', '70', '220']
['150', '140', '55']
['150', '140', '110']
['150', '140', '220']
['150', '175', '55']
['150', '175', '110']
['150', '175', '220']
['150', '245', '55']
['150', '245', '110']
['150', '245', '220']
['165', '35', '55']
['165', '35', '110']
['165', '35', '220']
['165', '70', '55']
['165', '70', '110']
['165', '70', '220']
['165', '140', '55']
['165', '140', '110']
['165', '140', '220']
['165', '175', '55']
['165', '175', '110']
['165', '175', '220']
['165', '245', '55']
['165', '245', '110']
['165', '245', '220']
['180', '35', '55']
['180', '35', '110']
['180', '35', '220']
['180', '70', '55']
['180', '70', '110']
['180', '70', '220']
['180', '140', '55']
['180', '140', '110']
['180', '140', '220']
['180', '175', '55']
['180', '175', '110']
['180', '175', '220']
['180', '245', '55']
['180', '245', '110']
['180', '245', '220']
['195', '35', '55']
['195', '35', '110']
['195', '35', '220']
['195', '70', '55']
['195', '70', '110']
['195', '70', '220']
['195', '140', '55']
['195', '140', '110']
['195', '140', '220']
['195', '175', '55']
['195', '175', '110']
['195', '175', '220']
['195', '245', '55']
['195', '245', '110']
['195', '245', '220']
['210', '35', '55']
['210', '35', '110']
['210', '35', '220']
['210', '70', '55']
['210', '70', '110']
['210', '70', '220']
['210', '140', '55']
['210', '140', '110']
['210', '140', '220']
['210', '175', '55']
['210', '175', '110']
['210', '175', '220']
['210', '245', '55']
['210', '245', '110']
['210', '245', '220']
['225', '35', '55']
['225', '35', '110']
['225', '35', '220']
['225', '70', '55']
['225', '70', '110']
['225', '70', '220']
['225', '140', '55']
['225', '140', '110']
['225', '140', '220']
['225', '175', '55']
['225', '175', '110']
['225', '175', '220']
['225', '245', '55']
['225', '245', '110']
['225', '245', '220']
['240', '35', '55']
['240', '35', '110']
['240', '35', '220']
['240', '70', '55']
['240', '70', '110']
['240', '70', '220']
['240', '140', '55']
['240', '140', '110']
['240', '140', '220']
['240', '175', '55']
['240', '175', '110']
['240', '175', '220']
['240', '245', '55']
['240', '245', '110']
['240', '245', '220']
