2
13
['16', '5', '19']
['24', '15', '11']
['2', '1', '21']
['5', '7', '9']
['13', '21', '9']
['23', '7', '6']
['4', '21', '11']
['2', '8', '6']
['2', '16', '12']
['2', '5', '15']
['25', '21', '11']
['5', '18', '15']
['7', '15', '20']
['25', '5', '13']
['16', '5', '13']
['24', '12', '13']
['23', '14', '15']
['16', '13', '15']
['8', '16', '6']
['16', '17', '10']
['2', '7', '18']
['1', '7', '22']
['8', '1', '10']
['16', '12', '7']
['1', '18', '20']
['3', '11', '10']
['8', '7', '14']
['2', '4', '13']
['1', '23', '5']
['8', '13', '18']
['3', '25', '14']
['7', '9', '20']
['8', '24', '23']
['25', '7', '9']
['8', '21', '11']
['5', '19', '20']
['8', '23', '22']
['24', '5', '7']
['2', '24', '12']
['21', '17', '20']
['16', '23', '11']
['23', '12', '15']
['1', '16', '9']
['25', '5', '15']
['16', '6', '9']
['8', '1', '14']
['24', '7', '11']
['8', '7', '9']
['2', '12', '7']
['25', '18', '9']
['7', '13', '10']
['16', '13', '6']
['24', '6', '21']
['2', '4', '19']
['1', '4', '18']
['24', '5', '13']
['1', '22', '11']
['21', '15', '9']
['3', '18', '19']
['22', '18', '17']
['24', '1', '10']
['14', '6', '17']
['5', '13', '10']
['12', '6', '20']
['2', '8', '4']
['24', '3', '14']
['16', '4', '6']
['24', '14', '6']
['22', '15', '20']
['8', '4', '6']
['8', '24', '3']
['12', '18', '21']
['3', '7', '21']
['6', '21', '20']
['12', '22', '10']
['22', '6', '10']
['1', '5', '4']
['8', '24', '9']
['19', '21', '9']
['2', '4', '7']
['16', '15', '10']
['23', '13', '17']
['2', '8', '3']
['8', '21', '10']
['18', '19', '10']
['2', '16', '19']
['7', '14', '21']
['24', '17', '11']
['5', '17', '10']
['8', '6', '21']
['2', '8', '15']
['16', '5', '15']
['3', '9', '10']
['7', '14', '9']
['16', '12', '15']
['24', '25', '19']
['22', '13', '17']
['12', '21', '9']
['23', '4', '17']
['24', '15', '17']
