200
20
['48', '271']
['141', '14']
['383', '350']
['107', '86']
['7', '11']
['236', '307']
['113', '254']
['396', '55']
['296', '179']
['11', '324']
['344', '63', '214', '162', '246', '307', '309', '55', '60', '143', '262', '396', '102', '232']
['254', '209']
['361', '78']
['291', '147']
['348', '88']
['208', '13']
['371', '324']
['82', '78']
['288', '105', '345', '117', '62', '84', '314', '395', '383', '237', '259', '248', '231', '186']
['168', '305']
['303', '246']
['181', '90']
['399', '66']
['140', '242']
['282', '189']
['361', '336', '262', '65', '140', '58', '309', '107', '3', '242', '78', '82', '89', '37']
['20', '177']
['118', '246']
['194', '190']
['62', '91']
['89', '262']
['333', '240']
['23', '350']
['222', '262']
['274', '91']
['281', '321', '330', '124', '115', '373', '326', '208', '353', '235', '74', '336', '21', '114']
['154', '211', '99', '378', '103', '53', '309', '377', '177', '96', '127', '240', '247', '152']
['217', '253']
['47', '327']
['286', '156']
['159', '16']
['240', '23', '167', '305', '120', '21', '337', '135', '102', '328', '210', '383', '180', '377']
['195', '287']
['325', '54', '230', '291', '144', '4', '399', '156', '77', '9', '24', '223', '395', '286']
['262', '288']
['258', '369']
['340', '160']
['217', '179', '257', '239', '17', '240', '296', '180', '151', '228', '295', '220', '102', '22']
['88', '179']
['11', '59']
['99', '66']
['106', '10']
['128', '59']
['361', '309']
['43', '221']
['381', '220']
['23', '305']
['28', '168']
['166', '123']
['103', '271']
['396', '161', '295', '317', '386', '246', '42', '273', '310', '75', '397', '118', '287', '294']
['178', '232']
['201', '344']
['27', '102']
['178', '42']
['174', '42']
['207', '310', '0', '349', '325', '189', '276', '4', '112', '333', '259', '118', '107', '159']
['271', '208']
['21', '94']
['29', '303']
['178', '222']
['236', '216']
['71', '5']
['352', '295']
['231', '105']
['199', '158']
['217', '177']
['109', '373']
['183', '160']
['219', '194']
['362', '353']
['11', '132', '178', '295', '179', '170', '177', '262', '229', '298', '257', '43', '324', '288']
['307', '300']
['293', '397']
['370', '305']
['353', '115']
['167', '384']
['215', '89']
['185', '48']
['146', '46']
['260', '26']
['37', '117']
['207', '333']
['169', '297']
['304', '162']
['337', '210']
['213', '124']
['240', '127']
['306', '370']
['105', '395']
['301', '392']
['242', '268']
['187', '281']
['59', '3']
['254', '3']
['120', '11']
['287', '374']
['317', '222']
['133', '9']
['293', '109']
['3', '125']
['283', '277']
['188', '134']
['157', '10']
['143', '271']
['308', '152']
['31', '378']
['200', '46']
['274', '382']
['305', '69']
['79', '123']
['318', '312']
['102', '147']
['153', '31']
['370', '98']
['189', '7']
['199', '109', '14', '352', '158', '141', '232', '142', '31', '87', '395', '228', '295', '144']
['364', '152']
['149', '243']
['226', '183', '388', '315', '328', '160', '211', '246', '75', '340', '131', '116', '389', '81']
['178', '232']
['187', '302']
['22', '228']
['343', '27']
['252', '61']
['324', '95']
['80', '185']
['266', '214']
['326', '331']
['303', '397']
['295', '262']
['310', '177']
['309', '106']
['27', '70']
['122', '381', '9', '163', '177', '377', '164', '25', '236', '220', '124', '213', '174', '307']
['44', '158']
['135', '368']
['99', '309']
['83', '252']
['59', '11']
['225', '309']
['252', '145']
['386', '205']
['150', '43', '123', '274', '288', '166', '104', '105', '107', '270', '120', '359', '341', '191']
['124', '71']
['311', '222']
['56', '292']
['197', '307']
['293', '88']
['293', '356']
['101', '80']
['214', '316']
['232', '31']
['307', '220']
['21', '113']
['215', '71']
['171', '181', '286', '20', '262', '177', '46', '202', '217', '27', '310', '337', '84', '10']
['285', '134', '192', '246', '94', '397', '236', '55', '303', '118', '331', '396', '178', '149']
['371', '307']
['326', '373']
['368', '221', '101', '135', '342', '166', '262', '300', '178', '80', '270', '361', '57', '320']
['207', '162', '37', '250', '279', '385', '387', '304', '31', '117', '293', '125', '396', '374']
['309', '237']
['287', '42']
['164', '213']
['74', '262']
['373', '236']
['15', '327']
['386', '42']
['158', '313']
['390', '297']
['309', '299']
['177', '188']
['11', '5', '32', '65', '31', '95', '68', '71', '324', '362', '236', '214', '34', '216']
['252', '317']
['57', '133']
['10', '259']
['36', '96']
['281', '11']
['322', '313']
['344', '246']
['262', '81']
['133', '104']
['313', '95']
['361', '37']
['312', '8']
['293', '382']
['307', '274']
['205', '10']
