3
20
['3', '9', '15']
['14', '8', '17']
['20', '16', '10']
['18', '2', '11']
['16', '18', '5']
['18', '10', '16']
['2', '6', '12']
['17', '10', '2']
['15', '4', '11']
['6', '5', '1']
['13', '7', '15']
['20', '1', '3']
['17', '6', '11']
['3', '2', '17']
['13', '7', '1']
['5', '1', '3']
['12', '9', '11']
['13', '3', '8']
['13', '14', '5']
['8', '11', '3']
['16', '3', '4']
['9', '10', '4']
['12', '13', '1']
['19', '16', '13']
['16', '17', '19']
['20', '3', '13']
['13', '6', '11']
['2', '11', '16']
['15', '4', '14']
['18', '20', '4']
['1', '7', '16']
['14', '19', '8']
['1', '19', '11']
['20', '11', '1']
['5', '13', '3']
['1', '2', '17']
['9', '10', '12']
['19', '1', '18']
['4', '17', '16']
['7', '19', '12']
['2', '5', '3']
['14', '13', '18']
['8', '1', '20']
['15', '20', '10']
['2', '1', '3']
['4', '11', '19']
['6', '7', '13']
['17', '4', '6']
['4', '16', '12']
['15', '1', '18']
