7
10
['31', '40', '30']
['8', '9', '6']
['30', '6', '38']
['17', '44', '29']
['24', '30', '5']
['6', '1', '33']
['17', '48', '23']
['17', '44', '0']
['23', '11', '18']
['38', '25', '18']
['48', '22', '40']
['32', '37', '11']
['1', '32', '40']
['24', '25', '6']
['33', '22', '23']
['13', '8', '33']
['25', '0', '22']
['30', '35', '0']
['32', '42', '5']
['11', '22', '8']
['0', '41', '26']
['42', '28', '25']
['22', '24', '12']
['37', '48', '17']
['24', '39', '33']
['14', '33', '40']
['28', '19', '0']
['15', '8', '42']
['31', '2', '16']
['38', '19', '13']
['11', '14', '2']
['35', '8', '6']
['19', '15', '23']
['3', '6', '43']
['8', '3', '25']
['8', '23', '40']
['11', '27', '12']
['15', '43', '10']
['6', '40', '32']
['46', '38', '21']
['48', '41', '14']
['41', '31', '35']
['10', '17', '15']
['41', '0', '7']
['27', '7', '42']
['40', '19', '23']
['0', '16', '30']
['4', '29', '38']
['9', '20', '14']
['38', '13', '37']
['0', '45', '40']
['36', '16', '33']
['18', '27', '9']
['37', '40', '48']
['26', '32', '10']
['45', '35', '40']
['11', '5', '31']
['16', '30', '29']
['35', '19', '34']
['41', '18', '34']
['24', '38', '43']
['36', '13', '14']
['12', '36', '34']
['43', '22', '44']
['40', '26', '43']
['1', '15', '20']
['43', '16', '32']
['0', '47', '20']
['17', '46', '21']
['20', '21', '40']
['25', '29', '28']
['3', '4', '8']
['6', '46', '37']
['32', '45', '7']
['34', '6', '12']
['15', '46', '38']
['12', '47', '4']
['15', '9', '41']
['40', '18', '15']
['45', '28', '26']
['47', '0', '17']
['32', '40', '45']
['3', '14', '38']
['45', '40', '29']
['9', '33', '10']
['29', '45', '16']
['36', '47', '31']
['21', '16', '17']
['39', '28', '4']
['14', '47', '33']
['25', '44', '27']
['36', '39', '45']
['22', '28', '6']
['44', '7', '3']
['15', '33', '24']
['2', '26', '7']
['2', '29', '36']
['12', '9', '2']
['40', '36', '22']
['32', '40', '45']
