['190', '14', '306', '207', '290', '292', '108', '264', '145', '227', '156', '252', '140', '85', '258', '79', '70', '56', '391', '325']
['165', '27', '338', '127', '285', '256', '96', '195', '135', '72', '186', '129', '32', '211', '384', '396', '137', '326', '10', '188']
['176', '225', '77', '41', '265', '345', '254', '210', '17', '111', '223', '38', '22', '34', '46', '330', '309', '84', '148', '125']
['340', '268', '78', '272', '316', '141', '359', '42', '15', '149', '184', '170', '382', '62', '379', '240', '349', '296', '244', '164']
['53', '106', '297', '35', '267', '181', '205', '343', '347', '64', '392', '11', '339', '30', '121', '28', '0', '124', '380', '82']
['146', '341', '114', '128', '390', '178', '235', '153', '187', '354', '112', '356', '246', '363', '270', '266', '220', '368', '222', '206']
['294', '150', '7', '273', '131', '213', '191', '365', '255', '81', '263', '133', '37', '16', '118', '174', '65', '257', '286', '303']
['103', '122', '331', '159', '280', '45', '95', '217', '117', '185', '3', '151', '215', '167', '362', '322', '242', '94', '123', '398']
['104', '83', '93', '351', '283', '31', '172', '243', '333', '99', '308', '219', '168', '47', '381', '71', '92', '20', '155', '51']
['352', '132', '21', '180', '284', '183', '247', '229', '245', '212', '350', '389', '74', '238', '301', '327', '102', '163', '109', '36']
['25', '320', '162', '4', '67', '336', '19', '113', '261', '177', '353', '110', '274', '2', '87', '324', '33', '76', '130', '315']
['224', '63', '138', '9', '75', '88', '295', '366', '97', '66', '100', '203', '57', '116', '328', '1', '370', '282', '23', '237']
['378', '194', '200', '216', '276', '385', '143', '136', '91', '73', '50', '241', '395', '197', '233', '158', '278', '107', '13', '269']
['253', '259', '388', '193', '182', '310', '201', '59', '202', '248', '346', '86', '323', '281', '236', '372', '48', '393', '373', '115']
['348', '394', '374', '196', '260', '299', '52', '383', '147', '357', '18', '288', '204', '317', '68', '271', '377', '304', '360', '344']
['171', '371', '80', '161', '5', '160', '277', '375', '24', '144', '221', '232', '376', '335', '361', '189', '311', '291', '319', '342']
['192', '399', '134', '249', '142', '358', '329', '69', '152', '300', '44', '54', '302', '154', '61', '40', '298', '313', '318', '293']
['287', '397', '105', '289', '6', '234', '39', '98', '58', '218', '239', '126', '334', '198', '355', '305', '26', '8', '321', '250']
['332', '89', '166', '199', '337', '262', '387', '43', '230', '60', '312', '226', '275', '173', '231', '279', '214', '29', '55', '101']
['175', '369', '169', '209', '364', '139', '228', '179', '367', '12', '208', '307', '119', '314', '157', '251', '120', '386', '90', '49']
