5
8
['0', '8', '9']
['0', '16', '17']
['0', '24', '25']
['0', '32', '33']
['1', '9', '10']
['1', '17', '18']
['1', '25', '26']
['1', '33', '34']
['2', '10', '11']
['2', '18', '19']
['2', '26', '27']
['2', '34', '35']
['3', '11', '12']
['3', '19', '20']
['3', '27', '28']
['3', '35', '36']
['4', '12', '13']
['4', '20', '21']
['4', '28', '29']
['4', '36', '37']
['5', '13', '14']
['5', '21', '22']
['5', '29', '30']
['5', '37', '38']
['6', '14', '15']
['6', '22', '23']
['6', '30', '31']
['6', '38', '39']
['7', '15', '16']
['7', '23', '24']
['7', '31', '32']
['8', '16', '17']
['8', '24', '25']
['8', '32', '33']
['9', '17', '18']
['9', '25', '26']
['9', '33', '34']
['10', '18', '19']
['10', '26', '27']
['10', '34', '35']
['11', '19', '20']
['11', '27', '28']
['11', '35', '36']
['12', '20', '21']
['12', '28', '29']
['12', '36', '37']
['13', '21', '22']
['13', '29', '30']
['13', '37', '38']
['14', '22', '23']
['14', '30', '31']
['14', '38', '39']
['15', '23', '24']
['15', '31', '32']
['16', '24', '25']
['16', '32', '33']
['17', '25', '26']
['17', '33', '34']
['18', '26', '27']
['18', '34', '35']
['19', '27', '28']
['19', '35', '36']
['20', '28', '29']
['20', '36', '37']
['21', '29', '30']
['21', '37', '38']
['22', '30', '31']
['22', '38', '39']
['23', '31', '32']
['24', '32', '33']
['25', '33', '34']
['26', '34', '35']
['27', '35', '36']
['28', '36', '37']
['29', '37', '38']
['30', '38', '39']
