['6', '35', '37', '60', '77', '96', '107', '147', '177', '179', '204', '289', '313', '350', '356', '368', '394', '410', '428', '452']
['9', '31', '43', '46', '55', '58', '95', '97', '167', '178', '182', '187', '306', '320', '338', '371', '395', '413', '430', '469']
['42', '49', '90', '143', '158', '163', '168', '176', '189', '213', '215', '228', '244', '262', '265', '277', '292', '295', '299', '402']
['25', '39', '53', '76', '103', '169', '205', '242', '285', '307', '341', '377', '378', '382', '393', '408', '427', '441', '443', '480']
['3', '65', '66', '67', '127', '129', '152', '155', '166', '195', '216', '231', '290', '291', '310', '344', '346', '349', '446', '466']
['10', '14', '15', '24', '40', '41', '54', '106', '108', '134', '136', '181', '236', '251', '260', '380', '386', '388', '463', '481']
['26', '94', '98', '105', '148', '180', '219', '340', '359', '365', '374', '390', '423', '424', '459', '462', '464', '485', '490', '494']
['5', '45', '48', '64', '93', '159', '190', '201', '221', '246', '252', '293', '294', '301', '319', '330', '399', '455', '470', '477']
['62', '72', '75', '92', '100', '114', '122', '137', '171', '211', '217', '237', '255', '264', '342', '381', '435', '444', '448', '491']
['1', '11', '61', '88', '99', '112', '117', '188', '254', '298', '326', '332', '355', '400', '401', '414', '433', '458', '465', '474']
['12', '18', '89', '121', '153', '162', '164', '250', '256', '287', '304', '321', '325', '336', '354', '362', '373', '398', '421', '422']
['2', '32', '33', '109', '128', '139', '157', '212', '224', '240', '284', '316', '375', '389', '403', '442', '456', '457', '489', '499']
['22', '44', '80', '81', '130', '135', '154', '207', '209', '247', '249', '283', '335', '353', '360', '429', '436', '438', '467', '472']
['20', '21', '63', '73', '124', '138', '160', '161', '196', '210', '220', '288', '305', '323', '327', '363', '366', '425', '447', '497']
['57', '74', '87', '115', '144', '150', '174', '191', '192', '203', '234', '257', '258', '263', '269', '274', '331', '345', '460', '473']
['34', '36', '56', '59', '82', '123', '172', '214', '241', '296', '317', '339', '367', '383', '384', '392', '397', '419', '471', '492']
['28', '85', '113', '125', '146', '226', '229', '235', '239', '270', '271', '300', '337', '361', '431', '434', '445', '454', '468', '478']
['17', '30', '91', '133', '145', '194', '266', '273', '297', '308', '314', '372', '396', '404', '405', '418', '440', '451', '453', '495']
['0', '16', '69', '78', '116', '141', '186', '259', '267', '272', '311', '322', '347', '379', '407', '409', '411', '420', '461', '496']
['19', '50', '86', '104', '111', '142', '170', '200', '218', '225', '230', '275', '315', '328', '358', '369', '370', '406', '412', '498']
['8', '51', '84', '102', '110', '131', '132', '151', '173', '199', '253', '268', '286', '303', '333', '348', '376', '391', '415', '417']
['27', '29', '47', '83', '119', '140', '165', '184', '208', '238', '261', '281', '302', '329', '352', '387', '416', '449', '476', '484']
['71', '79', '126', '156', '183', '185', '202', '206', '222', '223', '243', '245', '324', '351', '357', '432', '437', '479', '482', '483']
['4', '23', '52', '68', '70', '149', '197', '227', '233', '276', '279', '309', '312', '334', '343', '364', '385', '426', '486', '487']
['7', '13', '38', '101', '118', '120', '175', '193', '198', '232', '248', '278', '280', '282', '318', '439', '450', '475', '488', '493']
