['0', '91', '93', '142', '160', '220', '227', '228', '271', '291', '305', '343', '371', '392', '397', '413', '418', '432', '453', '469']
['5', '17', '48', '103', '107', '119', '163', '164', '217', '230', '232', '328', '329', '335', '338', '399', '420', '445', '451', '455']
['29', '43', '159', '223', '233', '249', '272', '274', '286', '310', '317', '322', '347', '354', '366', '370', '390', '406', '415', '431']
['2', '8', '20', '68', '98', '141', '153', '180', '189', '231', '235', '239', '241', '264', '325', '348', '355', '373', '409', '442']
['16', '19', '31', '33', '80', '89', '97', '128', '138', '257', '290', '293', '388', '400', '402', '414', '449', '458', '480', '497']
['12', '36', '74', '105', '182', '183', '207', '219', '226', '238', '251', '314', '315', '378', '391', '404', '411', '424', '477', '493']
['14', '24', '42', '61', '64', '114', '132', '165', '190', '212', '222', '255', '279', '284', '303', '306', '312', '321', '401', '471']
['69', '94', '118', '124', '131', '179', '204', '246', '248', '283', '313', '377', '407', '419', '433', '439', '450', '479', '481', '498']
['13', '15', '37', '62', '77', '120', '129', '156', '177', '191', '213', '221', '229', '302', '356', '362', '364', '380', '389', '393']
['57', '60', '70', '85', '133', '139', '168', '206', '254', '299', '323', '331', '342', '434', '435', '448', '452', '463', '468', '474']
['10', '30', '38', '39', '44', '46', '79', '136', '184', '193', '205', '252', '262', '292', '304', '341', '346', '372', '438', '476']
['9', '18', '75', '76', '102', '104', '198', '225', '253', '258', '275', '288', '318', '385', '395', '461', '464', '467', '495', '499']
['7', '11', '28', '40', '67', '88', '99', '145', '158', '181', '214', '256', '281', '301', '319', '340', '349', '351', '417', '429']
['6', '26', '56', '63', '84', '147', '148', '157', '187', '215', '260', '276', '285', '298', '326', '361', '369', '444', '466', '494']
['23', '27', '35', '110', '125', '127', '140', '176', '185', '200', '237', '270', '316', '375', '376', '394', '423', '430', '437', '475']
['34', '41', '45', '47', '122', '151', '162', '171', '174', '269', '327', '333', '334', '350', '357', '379', '425', '454', '462', '485']
['25', '65', '73', '87', '112', '115', '116', '135', '201', '216', '250', '278', '330', '353', '386', '470', '472', '483', '487', '489']
['22', '82', '90', '101', '109', '113', '173', '195', '240', '242', '267', '273', '352', '358', '367', '405', '416', '459', '460', '496']
['32', '58', '72', '78', '100', '130', '137', '155', '169', '172', '197', '202', '209', '336', '360', '363', '408', '421', '426', '488']
['53', '81', '95', '146', '154', '178', '199', '244', '259', '263', '307', '324', '337', '422', '427', '456', '465', '473', '482', '491']
['21', '55', '106', '149', '196', '203', '208', '236', '280', '294', '300', '344', '359', '365', '374', '396', '428', '446', '447', '484']
['51', '52', '71', '126', '143', '167', '186', '211', '218', '247', '308', '332', '382', '387', '410', '436', '441', '443', '457', '490']
['50', '66', '83', '92', '111', '123', '170', '175', '188', '192', '194', '245', '266', '295', '311', '320', '368', '381', '383', '403']
['49', '54', '86', '96', '108', '117', '134', '150', '152', '161', '210', '243', '282', '289', '309', '339', '345', '398', '440', '478']
['1', '3', '4', '59', '121', '144', '166', '224', '234', '261', '265', '268', '277', '287', '296', '297', '384', '412', '486', '492']
