['391', '325', '144', '364', '10', '298', '108', '30', '270', '158', '300', '98', '263', '305', '231', '339', '262', '171', '348', '152']
['36', '370', '218', '52', '347', '19', '57', '363', '59', '288', '103', '379', '151', '102', '273', '397', '120', '188', '50', '344']
['128', '89', '116', '181', '215', '321', '274', '65', '357', '302', '279', '239', '376', '164', '153', '136', '245', '122', '125', '390']
['237', '210', '74', '38', '106', '293', '168', '115', '205', '51', '134', '333', '399', '287', '40', '209', '132', '3', '334', '326']
['219', '275', '31', '242', '267', '157', '39', '314', '291', '248', '296', '21', '392', '307', '145', '212', '255', '264', '301', '87']
['315', '63', '221', '149', '217', '160', '90', '236', '99', '373', '127', '104', '316', '211', '398', '358', '342', '97', '365', '71']
['53', '200', '308', '238', '66', '372', '356', '385', '79', '253', '229', '233', '47', '352', '176', '359', '44', '340', '266', '201']
['225', '77', '16', '367', '150', '297', '82', '240', '198', '332', '133', '374', '346', '223', '281', '260', '75', '166', '272', '184']
['43', '277', '24', '351', '311', '384', '318', '377', '32', '206', '155', '269', '329', '246', '12', '93', '169', '112', '386', '258']
['336', '137', '331', '395', '197', '37', '235', '20', '254', '174', '309', '5', '41', '101', '320', '18', '322', '46', '204', '330']
['177', '383', '161', '355', '14', '111', '396', '230', '289', '182', '214', '317', '45', '382', '7', '167', '2', '33', '226', '249']
['323', '26', '183', '361', '366', '180', '369', '118', '124', '283', '328', '15', '4', '64', '381', '187', '290', '159', '165', '227']
['259', '131', '295', '88', '387', '261', '343', '243', '199', '335', '192', '247', '193', '313', '129', '257', '190', '73', '62', '121']
['29', '113', '27', '138', '83', '341', '375', '276', '191', '35', '107', '389', '252', '8', '100', '60', '196', '142', '11', '194']
['130', '94', '123', '222', '117', '172', '140', '220', '175', '345', '208', '56', '207', '141', '265', '303', '22', '54', '268', '162']
['393', '9', '84', '49', '350', '256', '310', '185', '319', '55', '147', '72', '23', '189', '85', '195', '244', '362', '139', '354']
['17', '163', '48', '95', '154', '271', '143', '186', '353', '312', '81', '179', '170', '324', '349', '280', '327', '216', '284', '251']
['388', '380', '109', '13', '338', '126', '241', '213', '119', '76', '306', '250', '148', '91', '234', '228', '278', '285', '378', '232']
['86', '25', '202', '58', '80', '6', '178', '1', '156', '304', '34', '114', '294', '394', '286', '173', '92', '224', '0', '337']
['360', '67', '42', '135', '78', '68', '105', '70', '28', '110', '203', '69', '299', '146', '368', '371', '96', '61', '292', '282']
