['40', '43', '61', '149', '173', '183', '207', '225', '239', '279', '286', '289', '300', '315', '330', '419', '424', '448', '476', '495']
['82', '95', '97', '106', '107', '136', '172', '196', '217', '247', '248', '283', '310', '344', '358', '412', '414', '426', '474', '479']
['12', '50', '78', '130', '138', '163', '175', '200', '223', '232', '296', '307', '334', '345', '356', '397', '413', '483', '490', '491']
['4', '8', '36', '63', '84', '90', '110', '137', '142', '197', '220', '231', '241', '308', '354', '360', '416', '439', '446', '463']
['16', '18', '20', '30', '37', '116', '178', '192', '209', '230', '268', '305', '313', '348', '389', '403', '435', '481', '492', '496']
['6', '66', '83', '85', '126', '139', '180', '199', '201', '237', '293', '306', '335', '337', '355', '359', '378', '461', '484', '494']
['5', '22', '28', '59', '65', '74', '87', '166', '187', '188', '259', '285', '321', '338', '353', '383', '407', '410', '417', '470']
['7', '13', '26', '71', '89', '128', '144', '157', '219', '263', '276', '329', '343', '352', '373', '375', '388', '468', '471', '493']
['1', '9', '54', '58', '69', '96', '100', '104', '113', '147', '164', '216', '281', '292', '298', '322', '386', '405', '460', '482']
['10', '17', '29', '31', '38', '44', '57', '88', '123', '168', '181', '214', '233', '251', '271', '290', '309', '370', '423', '489']
['15', '41', '42', '49', '165', '171', '189', '198', '218', '227', '253', '257', '264', '278', '291', '379', '415', '442', '450', '451']
['47', '51', '52', '99', '108', '205', '206', '221', '222', '318', '325', '333', '361', '365', '380', '381', '409', '420', '422', '455']
['2', '56', '73', '77', '81', '91', '135', '151', '153', '155', '159', '182', '195', '211', '288', '342', '408', '447', '453', '458']
['48', '62', '94', '121', '122', '146', '170', '238', '249', '255', '256', '269', '274', '311', '317', '347', '369', '390', '394', '488']
['60', '98', '131', '152', '190', '236', '277', '294', '297', '320', '324', '340', '364', '372', '400', '428', '449', '452', '465', '485']
['27', '32', '80', '132', '134', '154', '202', '234', '252', '282', '287', '312', '377', '384', '385', '429', '456', '459', '462', '498']
['23', '67', '76', '103', '105', '111', '208', '224', '226', '242', '245', '272', '299', '332', '346', '382', '395', '433', '438', '466']
['25', '45', '53', '64', '68', '72', '112', '185', '186', '194', '243', '244', '250', '254', '351', '418', '431', '434', '441', '473']
['11', '55', '70', '92', '117', '125', '127', '174', '177', '179', '184', '191', '319', '327', '349', '366', '367', '404', '436', '454']
['0', '120', '124', '140', '141', '167', '203', '210', '228', '258', '261', '328', '331', '357', '392', '401', '411', '469', '478', '480']
['3', '14', '119', '143', '156', '267', '273', '275', '301', '323', '326', '350', '368', '371', '376', '396', '399', '406', '425', '427']
['24', '35', '86', '102', '160', '161', '193', '215', '260', '262', '303', '391', '393', '398', '402', '430', '440', '445', '486', '499']
['46', '75', '79', '93', '129', '145', '158', '169', '204', '240', '246', '280', '316', '339', '362', '387', '444', '472', '475', '497']
['21', '150', '176', '212', '213', '229', '235', '265', '266', '284', '295', '314', '336', '363', '374', '421', '437', '443', '464', '487']
['19', '33', '34', '39', '101', '109', '114', '115', '118', '133', '148', '162', '270', '302', '304', '341', '432', '457', '467', '477']
