['21', '32', '58', '63', '65', '74', '99', '114', '157', '177', '198', '204', '220', '228', '256', '345', '347', '366', '394', '400']
['20', '88', '96', '102', '149', '181', '188', '199', '205', '206', '231', '239', '288', '290', '304', '314', '340', '344', '351', '355']
['11', '19', '75', '83', '95', '109', '115', '146', '150', '158', '169', '219', '233', '245', '280', '297', '310', '326', '371', '381']
['16', '22', '25', '27', '35', '117', '125', '128', '178', '184', '264', '269', '271', '272', '307', '336', '339', '342', '353', '378']
['7', '24', '48', '77', '84', '100', '103', '131', '132', '144', '190', '208', '238', '249', '254', '276', '300', '354', '362', '367']
['2', '18', '42', '51', '72', '94', '135', '171', '173', '182', '197', '222', '257', '308', '316', '341', '357', '359', '369', '391']
['5', '13', '56', '62', '66', '81', '104', '111', '124', '162', '217', '227', '240', '263', '283', '293', '296', '322', '334', '385']
['8', '14', '30', '40', '59', '67', '69', '76', '107', '120', '123', '166', '168', '195', '211', '258', '312', '328', '361', '389']
['3', '34', '37', '39', '98', '116', '176', '179', '192', '201', '202', '229', '250', '286', '292', '320', '335', '382', '388', '398']
['9', '31', '87', '108', '113', '148', '167', '203', '236', '247', '252', '278', '279', '295', '332', '348', '349', '364', '380', '383']
['6', '33', '52', '68', '97', '106', '110', '138', '139', '161', '186', '193', '268', '287', '291', '294', '306', '315', '330', '372']
['23', '26', '60', '64', '71', '79', '85', '86', '121', '164', '251', '259', '260', '282', '313', '352', '365', '375', '395', '397']
['17', '44', '47', '129', '133', '134', '140', '156', '185', '207', '212', '235', '243', '270', '309', '317', '319', '325', '358', '379']
['12', '29', '38', '45', '82', '126', '130', '151', '154', '159', '160', '174', '189', '218', '262', '321', '373', '374', '386', '393']
['4', '15', '61', '78', '118', '155', '170', '172', '221', '253', '284', '299', '303', '329', '356', '370', '376', '384', '387', '396']
['54', '70', '93', '112', '127', '145', '153', '165', '191', '194', '223', '274', '277', '285', '289', '298', '301', '302', '338', '392']
['43', '57', '80', '101', '175', '180', '187', '213', '214', '232', '241', '246', '255', '266', '267', '273', '318', '323', '346', '360']
['49', '53', '73', '91', '122', '141', '152', '183', '224', '226', '230', '234', '261', '281', '305', '324', '333', '343', '350', '363']
['1', '55', '90', '92', '105', '137', '142', '147', '200', '215', '216', '225', '265', '275', '311', '327', '331', '368', '390', '399']
['10', '28', '36', '41', '46', '50', '89', '119', '136', '143', '163', '196', '209', '210', '237', '242', '244', '248', '337', '377']
