['497', '51', '460', '398', '266']
['207', '270', '13', '421', '365']
['142', '232', '250', '413', '149']
['213', '258', '293', '404', '156']
['219', '382', '66', '383', '159']
['271', '38', '241', '471', '354']
['496', '414', '15', '197', '486']
['361', '221', '493', '418', '475']
['379', '427', '126', '428', '227']
['164', '120', '437', '321', '314']
['442', '43', '35', '339', '287']
['33', '377', '125', '50', '317']
['364', '190', '340', '275', '243']
['263', '245', '409', '160', '72']
['326', '212', '96', '369', '455']
['348', '173', '62', '390', '259']
['406', '45', '107', '217', '145']
['104', '389', '423', '408', '345']
['117', '177', '449', '134', '387']
['446', '41', '465', '229', '203']
['277', '206', '152', '1', '307']
['19', '280', '290', '161', '411']
['253', '76', '489', '48', '239']
['410', '431', '210', '495', '169']
['341', '77', '3', '85', '215']
['429', '332', '356', '17', '133']
['350', '407', '440', '121', '247']
['113', '336', '193', '252', '78']
['29', '294', '452', '176', '301']
['327', '248', '417', '131', '63']
['209', '22', '267', '44', '333']
['401', '223', '52', '386', '93']
['281', '473', '434', '234', '184']
['39', '222', '119', '132', '64']
['37', '218', '92', '288', '181']
['395', '136', '150', '242', '231']
['272', '265', '84', '375', '34']
['94', '344', '274', '264', '10']
['179', '9', '225', '23', '276']
['388', '352', '420', '343', '216']
['470', '256', '315', '185', '110']
['278', '70', '138', '338', '464']
['36', '112', '53', '5', '328']
['65', '68', '353', '366', '174']
['172', '47', '55', '313', '80']
['453', '220', '319', '487', '342']
['2', '394', '346', '18', '454']
['178', '204', '357', '376', '481']
['295', '367', '296', '298', '205']
['443', '54', '492', '211', '106']
['25', '285', '56', '397', '283']
['292', '167', '415', '380', '378']
['472', '27', '170', '329', '201']
['312', '467', '362', '405', '158']
['436', '127', '28', '297', '130']
['303', '246', '360', '291', '168']
['90', '30', '403', '482', '483']
['494', '424', '20', '402', '335']
['255', '269', '447', '430', '88']
['123', '462', '359', '306', '373']
['46', '478', '187', '244', '370']
['461', '116', '188', '331', '372']
['308', '21', '97', '448', '363']
['238', '323', '214', '251', '91']
['86', '108', '82', '311', '26']
['75', '60', '101', '58', '384']
['141', '6', '235', '419', '485']
['371', '143', '474', '457', '8']
['109', '316', '349', '249', '154']
['144', '268', '450', '165', '330']
['445', '254', '98', '163', '102']
['99', '230', '466', '14', '83']
['100', '4', '118', '286', '416']
['198', '334', '233', '438', '42']
['183', '458', '191', '337', '171']
['441', '279', '491', '73', '257']
['368', '186', '151', '7', '422']
['385', '289', '228', '135', '24']
['490', '499', '305', '304', '32']
['208', '391', '355', '69', '49']
['282', '12', '468', '396', '432']
['194', '79', '392', '189', '129']
['81', '479', '146', '95', '195']
['166', '40', '325', '67', '137']
['477', '196', '381', '488', '299']
['433', '261', '122', '105', '153']
['324', '57', '426', '347', '302']
['111', '309', '0', '469', '273']
['459', '399', '103', '74', '192']
['140', '425', '226', '148', '451']
['358', '240', '310', '124', '351']
['199', '175', '393', '11', '180']
['236', '262', '71', '444', '89']
['128', '463', '322', '480', '162']
['374', '498', '439', '114', '157']
['155', '320', '115', '284', '412']
['456', '484', '147', '260', '202']
['300', '182', '400', '31', '435']
['16', '59', '237', '87', '200']
['139', '61', '224', '318', '476']
