['60', '61', '66', '73', '78', '115', '116', '131', '228', '343', '344', '345', '346', '347', '348', '349', '350', '351', '370', '371']
['28', '29', '67', '68', '69', '70', '71', '72', '229', '230', '231', '276', '362', '363', '364', '365', '372', '386', '397', '398']
['107', '108', '109', '110', '111', '136', '137', '138', '224', '225', '259', '315', '316', '317', '318', '359', '360', '361', '368', '369']
['9', '10', '33', '34', '35', '102', '103', '104', '105', '106', '112', '113', '114', '119', '120', '121', '319', '320', '321', '322']
['11', '12', '13', '14', '36', '37', '139', '140', '176', '177', '178', '226', '227', '249', '250', '277', '278', '279', '396', '399']
['52', '53', '54', '55', '56', '57', '58', '76', '77', '96', '97', '296', '303', '304', '305', '306', '307', '376', '377', '378']
['98', '99', '100', '169', '170', '171', '172', '282', '283', '293', '294', '295', '337', '342', '356', '357', '358', '373', '374', '375']
['0', '173', '174', '175', '200', '201', '202', '203', '204', '252', '253', '290', '291', '292', '300', '301', '302', '387', '388', '389']
['26', '27', '74', '75', '90', '129', '130', '205', '220', '221', '222', '223', '248', '254', '255', '256', '257', '258', '286', '287']
['79', '101', '152', '153', '154', '155', '156', '157', '206', '251', '284', '285', '314', '379', '380', '381', '382', '383', '384', '385']
['158', '159', '160', '161', '162', '163', '181', '182', '213', '214', '215', '216', '217', '218', '247', '265', '266', '267', '288', '289']
['59', '164', '165', '166', '167', '168', '179', '180', '210', '211', '212', '297', '334', '335', '336', '390', '391', '392', '393', '394']
['62', '63', '64', '65', '207', '208', '209', '236', '237', '238', '239', '242', '243', '244', '245', '246', '298', '299', '308', '338']
['17', '18', '19', '38', '39', '45', '46', '47', '48', '49', '50', '51', '94', '143', '144', '145', '309', '310', '311', '395']
['20', '21', '22', '23', '24', '25', '40', '41', '42', '43', '44', '80', '81', '134', '135', '240', '241', '339', '340', '341']
['1', '2', '3', '16', '32', '118', '125', '141', '142', '219', '260', '261', '262', '263', '264', '328', '329', '330', '366', '367']
['91', '92', '93', '122', '123', '124', '183', '184', '185', '186', '187', '188', '189', '190', '312', '313', '331', '332', '333', '355']
['15', '95', '132', '133', '146', '194', '195', '196', '268', '269', '270', '271', '272', '273', '274', '275', '324', '325', '326', '354']
['4', '5', '6', '7', '8', '82', '83', '84', '85', '86', '87', '117', '128', '232', '233', '234', '235', '327', '352', '353']
['30', '31', '88', '89', '126', '127', '147', '148', '149', '150', '151', '191', '192', '193', '197', '198', '199', '280', '281', '323']
