['10', '6', '170', '386', '117', '222', '30', '15', '241', '147', '207', '19', '160', '108', '138', '167', '221', '165', '185', '217']
['304', '288', '135', '80', '13', '51', '47', '197', '88', '269', '337', '332', '236', '352', '20', '277', '26', '149', '161', '169']
['379', '371', '57', '220', '27', '399', '329', '213', '192', '157', '287', '97', '14', '124', '225', '323', '280', '171', '233', '376']
['283', '48', '311', '398', '115', '316', '349', '125', '206', '64', '377', '253', '317', '340', '119', '226', '239', '270', '378', '155']
['36', '95', '275', '338', '187', '358', '93', '363', '261', '101', '154', '182', '205', '361', '211', '87', '141', '328', '100', '252']
['230', '200', '32', '365', '214', '203', '208', '330', '251', '219', '152', '77', '369', '389', '92', '71', '247', '121', '387', '265']
['156', '73', '129', '72', '180', '255', '346', '286', '55', '177', '0', '235', '118', '202', '267', '52', '242', '131', '356', '137']
['353', '181', '262', '326', '76', '28', '366', '133', '393', '375', '227', '35', '86', '65', '168', '314', '370', '325', '190', '264']
['163', '120', '68', '69', '313', '74', '306', '143', '355', '84', '373', '344', '159', '9', '63', '301', '186', '116', '89', '105']
['21', '343', '246', '380', '257', '144', '128', '228', '218', '23', '318', '98', '18', '284', '229', '140', '385', '153', '123', '4']
['360', '24', '299', '199', '342', '307', '38', '111', '256', '176', '66', '272', '81', '319', '122', '37', '357', '231', '7', '172']
['17', '268', '58', '322', '210', '285', '102', '383', '184', '331', '189', '61', '188', '1', '263', '11', '335', '53', '60', '43']
['50', '2', '374', '179', '109', '145', '300', '67', '278', '258', '244', '79', '395', '82', '183', '56', '5', '336', '41', '146']
['16', '390', '104', '248', '308', '164', '39', '195', '303', '245', '106', '324', '359', '136', '148', '33', '237', '276', '70', '142']
['96', '382', '107', '302', '348', '216', '350', '298', '271', '59', '194', '139', '310', '90', '83', '392', '362', '290', '341', '243']
['126', '320', '292', '46', '173', '29', '150', '201', '381', '44', '334', '212', '254', '295', '273', '62', '312', '3', '240', '249']
['151', '99', '289', '78', '158', '34', '25', '354', '297', '391', '215', '291', '282', '279', '327', '22', '40', '132', '250', '259']
['347', '388', '196', '368', '266', '45', '175', '224', '12', '178', '333', '234', '204', '296', '127', '112', '281', '103', '345', '8']
['166', '75', '305', '364', '31', '85', '174', '193', '54', '94', '232', '293', '134', '42', '372', '198', '49', '260', '113', '351']
['209', '339', '91', '309', '191', '110', '315', '294', '223', '114', '394', '130', '384', '396', '274', '367', '321', '162', '238', '397']
