['378', '390', '396', '402', '404', '406', '417', '418', '422', '425', '479', '482', '484', '486', '487', '489', '491', '493', '499', '500']
['381', '383', '384', '385', '387', '388', '389', '391', '395', '397', '399', '400', '401', '405', '409', '412', '415', '416', '423', '424']
['376', '377', '379', '380', '382', '386', '392', '393', '394', '398', '403', '407', '408', '410', '411', '413', '414', '419', '420', '421']
['336', '339', '341', '348', '355', '356', '358', '361', '362', '375', '476', '480', '483', '485', '490', '492', '494', '496', '497', '498']
['326', '328', '329', '330', '332', '334', '337', '342', '343', '350', '351', '352', '353', '354', '360', '364', '366', '368', '369', '372']
['327', '331', '333', '335', '338', '340', '344', '345', '346', '347', '349', '357', '359', '363', '365', '367', '370', '371', '373', '374']
['151', '153', '159', '163', '165', '168', '171', '173', '174', '177', '180', '184', '191', '196', '199', '208', '210', '211', '217', '225']
['156', '160', '161', '164', '169', '178', '179', '182', '185', '188', '192', '195', '202', '205', '206', '207', '215', '218', '220', '221']
['157', '162', '166', '167', '170', '172', '175', '183', '186', '190', '193', '198', '201', '203', '204', '209', '216', '219', '223', '224']
['152', '154', '155', '158', '176', '181', '187', '189', '194', '197', '200', '212', '213', '214', '222', '477', '478', '481', '488', '495']
['440', '441', '445', '448', '449', '451', '452', '454', '455', '457', '458', '460', '461', '465', '466', '469', '471', '473', '474', '475']
['426', '427', '428', '429', '430', '431', '432', '433', '434', '435', '436', '437', '438', '439', '442', '443', '444', '446', '447', '450']
['1', '2', '9', '11', '18', '25', '29', '34', '36', '38', '39', '41', '46', '53', '54', '56', '57', '61', '62', '71']
['3', '5', '17', '19', '20', '23', '24', '27', '30', '37', '40', '44', '45', '47', '50', '58', '59', '63', '65', '72']
['6', '8', '10', '12', '15', '16', '22', '26', '31', '32', '33', '35', '43', '48', '51', '52', '55', '60', '67', '75']
['4', '7', '13', '14', '21', '28', '42', '49', '64', '66', '68', '69', '70', '73', '74', '226', '236', '246', '257', '275']
['228', '230', '231', '233', '237', '239', '241', '242', '244', '250', '252', '255', '256', '258', '261', '267', '268', '269', '273', '274']
['227', '229', '232', '234', '235', '240', '243', '247', '248', '251', '253', '254', '259', '260', '262', '265', '266', '270', '271', '272']
['285', '286', '292', '294', '304', '306', '308', '312', '319', '325', '453', '456', '459', '462', '463', '464', '467', '468', '470', '472']
['276', '277', '278', '280', '281', '283', '288', '289', '293', '295', '296', '300', '301', '305', '310', '314', '318', '322', '323', '324']
['279', '282', '284', '287', '290', '291', '297', '298', '299', '302', '303', '307', '309', '311', '313', '315', '316', '317', '320', '321']
['80', '82', '89', '91', '93', '104', '109', '115', '118', '120', '121', '126', '133', '135', '137', '238', '245', '249', '263', '264']
['76', '78', '84', '86', '88', '90', '92', '94', '95', '97', '103', '110', '112', '113', '116', '122', '124', '132', '134', '149']
['81', '85', '96', '98', '100', '101', '102', '105', '106', '108', '111', '114', '123', '125', '130', '138', '141', '143', '147', '148']
['77', '79', '83', '87', '99', '107', '117', '119', '127', '128', '129', '131', '136', '139', '140', '142', '144', '145', '146', '150']
