['160', '130', '195', '165', '135', '42', '43', '140', '13', '170', '175', '17', '145', '83', '180', '150', '185', '155', '125', '190']
['320', '385', '355', '325', '390', '360', '330', '395', '300', '365', '335', '305', '370', '340', '310', '375', '345', '315', '380', '350']
['225', '290', '260', '230', '295', '200', '265', '235', '205', '270', '240', '210', '275', '245', '215', '280', '250', '220', '285', '255']
['480', '450', '420', '485', '455', '425', '490', '460', '430', '495', '400', '465', '435', '405', '470', '440', '410', '475', '445', '415']
['352', '322', '387', '357', '327', '392', '362', '332', '397', '302', '367', '337', '307', '372', '342', '312', '377', '347', '317', '382']
['417', '482', '452', '422', '487', '457', '427', '492', '462', '432', '497', '402', '467', '437', '407', '472', '442', '412', '477', '447']
['416', '481', '451', '421', '486', '456', '426', '491', '461', '431', '496', '401', '466', '436', '406', '471', '441', '411', '476', '446']
['321', '386', '356', '326', '391', '361', '331', '396', '301', '366', '336', '306', '371', '341', '311', '376', '346', '316', '381', '351']
['256', '226', '291', '261', '231', '296', '201', '266', '236', '206', '271', '241', '211', '276', '246', '216', '281', '251', '221', '286']
['161', '131', '196', '101', '166', '136', '106', '171', '141', '111', '176', '146', '116', '181', '151', '121', '186', '156', '126', '191']
['257', '227', '292', '262', '232', '297', '202', '267', '237', '207', '272', '242', '212', '277', '247', '217', '282', '252', '222', '287']
['192', '162', '132', '197', '102', '167', '137', '107', '172', '142', '112', '177', '147', '117', '182', '152', '122', '187', '157', '127']
['288', '258', '228', '293', '263', '233', '298', '203', '268', '238', '208', '273', '243', '213', '278', '248', '218', '283', '253', '223']
['448', '418', '483', '453', '423', '488', '458', '428', '493', '463', '433', '498', '403', '468', '438', '408', '473', '443', '413', '478']
['353', '323', '388', '358', '328', '393', '363', '333', '398', '303', '368', '338', '308', '373', '343', '313', '378', '348', '318', '383']
['449', '419', '484', '454', '424', '489', '459', '429', '494', '464', '434', '499', '404', '469', '439', '409', '474', '444', '414', '479']
['384', '354', '324', '389', '359', '329', '394', '364', '334', '399', '304', '369', '339', '309', '374', '344', '314', '379', '349', '319']
['193', '289', '163', '259', '198', '294', '168', '264', '299', '173', '269', '279', '178', '274', '244', '284', '183', '249', '188', '254']
['32', '65', '66', '35', '96', '5', '70', '39', '40', '10', '45', '110', '81', '115', '20', '21', '120', '25', '59', '94']
['129', '164', '134', '71', '154', '169', '139', '109', '174', '80', '144', '114', '179', '149', '119', '184', '90', '124', '189', '159']
['128', '224', '194', '133', '229', '199', '138', '234', '204', '219', '143', '239', '113', '209', '148', '118', '214', '153', '123', '158']
['33', '4', '36', '6', '8', '9', '72', '73', '12', '44', '74', '76', '91', '50', '61', '52', '53', '27', '29', '62']
['0', '1', '97', '98', '68', '69', '99', '100', '103', '41', '104', '75', '105', '108', '48', '22', '86', '58', '28', '31']
['2', '3', '67', '37', '7', '77', '78', '47', '16', '49', '51', '84', '85', '54', '55', '24', '87', '26', '92', '93']
['64', '89', '34', '38', '11', '14', '15', '46', '79', '18', '19', '82', '95', '23', '56', '57', '88', '60', '30', '63']
