['176', '53', '146', '341', '132', '265', '299', '114', '345', '310', '365', '358', '241', '366', '350', '312', '153', '203', '57', '86']
['284', '64', '243', '184', '37', '110', '144', '221', '16', '300', '61', '30', '298', '317', '393', '335', '131', '396', '163', '370']
['1', '107', '8', '318', '244', '314', '315', '188', '332', '287', '89', '169', '216', '209', '21', '45', '264', '95', '147', '81']
['262', '183', '245', '347', '96', '392', '367', '126', '357', '18', '339', '322', '46', '278', '301', '304', '251', '120', '128', '24']
['38', '72', '258', '231', '238', '236', '102', '174', '384', '257', '177', '152', '398', '130', '10', '36', '369', '348', '259', '78']
['7', '14', '276', '143', '272', '217', '205', '234', '39', '69', '43', '375', '117', '202', '252', '11', '208', '47', '54', '74']
['139', '17', '99', '226', '354', '275', '186', '215', '22', '124', '70', '327', '94', '48', '266', '137', '326', '368', '303', '165']
['155', '380', '23', '206', '190', '104', '397', '207', '122', '213', '256', '160', '364', '249', '75', '255', '149', '263', '111', '239']
['388', '285', '181', '138', '182', '201', '254', '98', '228', '60', '389', '116', '62', '168', '334', '381', '121', '32', '305', '240']
['253', '268', '83', '273', '331', '337', '267', '336', '134', '142', '247', '229', '329', '308', '179', '382', '135', '151', '167', '198']
['232', '323', '0', '271', '361', '189', '313', '291', '293', '49', '319', '342', '25', '320', '171', '371', '80', '399', '260', '5']
['76', '79', '224', '9', '338', '127', '4', '394', '374', '196', '141', '283', '145', '353', '295', '197', '85', '118', '170', '195']
['52', '191', '172', '178', '58', '333', '133', '140', '12', '187', '173', '288', '302', '28', '363', '362', '26', '309', '324', '321']
['100', '3', '233', '158', '355', '34', '68', '242', '87', '377', '296', '360', '220', '51', '101', '269', '175', '378', '192', '200']
['279', '246', '376', '157', '372', '56', '386', '391', '44', '148', '344', '82', '294', '105', '306', '161', '290', '292', '6', '351']
['210', '235', '185', '223', '112', '123', '356', '307', '214', '270', '330', '211', '65', '55', '20', '33', '71', '90', '164', '237']
['204', '154', '29', '222', '93', '387', '311', '13', '373', '115', '162', '136', '27', '91', '352', '73', '50', '63', '383', '343']
['379', '325', '250', '125', '340', '103', '77', '106', '289', '159', '316', '180', '359', '31', '212', '59', '156', '97', '218', '66']
['92', '349', '15', '286', '84', '282', '109', '41', '225', '150', '194', '166', '193', '297', '385', '108', '277', '390', '42', '230']
['199', '67', '35', '280', '19', '113', '261', '88', '227', '395', '248', '274', '219', '2', '346', '129', '119', '281', '328', '40']
