['33', '54', '78', '100', '127', '142', '151', '237', '247', '308', '310', '312', '323', '325', '326', '344', '449', '471', '491', '499']
['44', '97', '121', '122', '134', '190', '191', '194', '197', '198', '230', '265', '276', '277', '288', '351', '357', '446', '473', '485']
['27', '158', '162', '163', '257', '258', '259', '261', '263', '264', '266', '267', '269', '271', '273', '274', '427', '488', '492', '498']
['128', '157', '159', '174', '175', '176', '177', '179', '181', '182', '186', '187', '189', '201', '281', '324', '340', '457', '463', '490']
['49', '91', '103', '170', '321', '328', '329', '331', '334', '335', '337', '338', '339', '341', '343', '346', '347', '391', '435', '459']
['48', '89', '101', '126', '132', '206', '207', '208', '210', '211', '212', '217', '218', '220', '221', '222', '241', '322', '384', '469']
['63', '66', '123', '124', '125', '129', '131', '133', '154', '224', '226', '440', '462', '464', '465', '467', '477', '481', '484', '495']
['135', '141', '293', '294', '295', '296', '297', '298', '299', '300', '301', '302', '303', '304', '305', '306', '307', '336', '408', '482']
['40', '60', '61', '104', '105', '137', '156', '180', '188', '205', '255', '333', '349', '363', '407', '472', '474', '476', '486', '493']
['14', '16', '17', '19', '23', '25', '213', '245', '332', '342', '376', '390', '466', '468', '479', '480', '489', '494', '496', '497']
['6', '51', '143', '146', '155', '183', '192', '193', '195', '199', '200', '202', '203', '219', '313', '345', '422', '460', '470', '475']
['36', '38', '52', '110', '215', '275', '279', '280', '282', '284', '286', '287', '289', '292', '309', '396', '461', '478', '483', '487']
['86', '87', '96', '184', '262', '327', '364', '365', '366', '367', '368', '370', '372', '373', '374', '375', '377', '378', '379', '428']
['69', '70', '71', '72', '74', '75', '76', '77', '79', '80', '81', '82', '83', '95', '204', '268', '270', '272', '369', '412']
['26', '30', '43', '99', '152', '223', '311', '314', '315', '316', '317', '319', '320', '381', '389', '400', '401', '415', '436', '448']
['1', '13', '37', '42', '53', '55', '56', '57', '64', '102', '228', '231', '243', '244', '249', '252', '256', '291', '330', '458']
['2', '3', '4', '5', '8', '10', '11', '22', '35', '73', '84', '115', '148', '160', '233', '402', '425', '426', '429', '452']
['15', '20', '21', '50', '62', '111', '113', '172', '225', '234', '235', '238', '246', '254', '260', '380', '397', '424', '431', '450']
['45', '107', '108', '112', '114', '116', '117', '118', '119', '120', '144', '153', '209', '239', '242', '278', '283', '290', '411', '430']
['9', '18', '24', '28', '92', '93', '106', '145', '149', '150', '165', '167', '168', '196', '214', '371', '394', '399', '442', '445']
['46', '318', '350', '352', '353', '354', '355', '356', '358', '359', '360', '361', '362', '386', '387', '388', '403', '432', '437', '438']
['0', '12', '32', '47', '67', '94', '98', '130', '216', '229', '232', '392', '393', '398', '413', '416', '420', '443', '453', '454']
['7', '58', '65', '90', '136', '138', '140', '169', '171', '173', '227', '236', '285', '404', '414', '417', '423', '433', '439', '441']
['29', '31', '34', '41', '59', '68', '85', '88', '161', '166', '185', '253', '383', '385', '395', '406', '418', '419', '421', '451']
['39', '109', '139', '147', '164', '178', '240', '248', '250', '251', '348', '382', '405', '409', '410', '434', '444', '447', '455', '456']
