25
20
['91', '85', '42']
['66', '88', '75']
['28', '95', '40']
['71', '19', '74']
['50', '58', '73']
['26', '99', '2']
['81', '41', '63']
['96', '40', '2']
['66', '53', '67']
['85', '88', '13']
['51', '92', '31']
['47', '22', '30']
['56', '69', '84']
['31', '53', '44']
['42', '30', '60']
['18', '40', '69']
['70', '4', '29']
['71', '67', '63']
['83', '84', '21']
['75', '66', '88']
['42', '63', '89']
['63', '90', '7']
['37', '48', '8']
['16', '5', '55']
['46', '36', '91']
['68', '76', '63']
['55', '28', '95']
['40', '44', '28']
['63', '80', '18']
['97', '36', '31']
['24', '60', '70']
['1', '92', '73']
['51', '16', '78']
['86', '7', '56']
['80', '23', '78']
['42', '95', '6']
['82', '26', '30']
['51', '75', '53']
['66', '7', '1']
['31', '58', '27']
['89', '81', '53']
['5', '32', '65']
['23', '13', '5']
['93', '19', '75']
['1', '65', '75']
['6', '62', '95']
['15', '17', '95']
['42', '82', '29']
['12', '70', '80']
['77', '51', '28']
['31', '10', '22']
['96', '86', '26']
['87', '35', '32']
['98', '10', '70']
['4', '14', '98']
['75', '41', '93']
['46', '9', '55']
['28', '3', '48']
['46', '47', '42']
['47', '43', '39']
['72', '10', '48']
['22', '6', '51']
['54', '75', '22']
['31', '4', '25']
['74', '54', '81']
['31', '81', '48']
['67', '70', '54']
['38', '43', '82']
['1', '81', '42']
['34', '13', '67']
['71', '86', '16']
['1', '33', '23']
['71', '4', '83']
['22', '55', '7']
['61', '22', '68']
['85', '40', '51']
['22', '78', '35']
['2', '57', '99']
['18', '13', '2']
['38', '24', '25']
['16', '13', '58']
['4', '3', '90']
['86', '99', '88']
['4', '41', '95']
['97', '9', '99']
['54', '41', '25']
['23', '13', '42']
['96', '18', '32']
['84', '91', '40']
['51', '72', '87']
['53', '68', '85']
['18', '74', '12']
['66', '77', '45']
['30', '91', '59']
['62', '63', '11']
['85', '92', '86']
['23', '45', '22']
['62', '43', '47']
['34', '49', '7']
['40', '56', '22']
['86', '93', '60']
['22', '83', '40']
['85', '49', '18']
['68', '71', '7']
['78', '27', '76']
['98', '71', '35']
['3', '32', '57']
['18', '21', '89']
['77', '52', '62']
['60', '34', '54']
['6', '60', '22']
['8', '94', '82']
['70', '53', '77']
['42', '100', '66']
['78', '51', '96']
['52', '26', '96']
['45', '73', '92']
['34', '3', '82']
['77', '12', '31']
['76', '31', '41']
['1', '91', '62']
['23', '41', '24']
['78', '91', '83']
['51', '71', '12']
['95', '83', '43']
['51', '42', '76']
['25', '83', '54']
['24', '79', '85']
['2', '49', '71']
['34', '33', '21']
['81', '13', '89']
['69', '66', '99']
['49', '67', '86']
