100
7
['0', '3', '5']
['5', '6', '9']
['9', '11', '12']
['13', '15', '18']
['16', '18', '21']
['20', '23', '26']
['25', '27', '28']
['29', '30', '32']
['33', '35', '37']
['36', '39', '42']
['40', '43', '44']
['45', '47', '49']
['48', '51', '53']
['52', '55', '59']
['56', '59', '61']
['61', '62', '64']
['64', '66', '70']
['69', '70', '74']
['73', '75', '77']
['77', '79', '82']
['81', '83', '85']
['85', '86', '88']
['88', '90', '93']
['93', '94', '98']
['96', '99', '101']
['101', '103', '107']
['104', '107', '109']
['108', '111', '113']
['113', '114', '116']
['116', '118', '121']
['121', '122', '124']
['124', '127', '131']
['128', '130', '134']
['133', '134', '136']
['136', '138', '142']
['141', '142', '146']
['144', '146', '151']
['148', '150', '154']
['152', '155', '158']
['157', '158', '160']
['160', '162', '165']
['165', '166', '171']
['169', '171', '174']
['173', '174', '177']
['177', '179', '182']
['181', '183', '187']
['184', '186', '189']
['189', '191', '195']
['193', '195', '197']
['197', '199', '203']
['201', '202', '204']
['205', '206', '208']
['208', '211', '212']
['212', '215', '217']
['217', '218', '221']
['220', '223', '227']
['224', '227', '229']
['228', '231', '232']
['233', '234', '239']
['237', '238', '242']
['241', '242', '244']
['244', '247', '248']
['248', '251', '255']
['252', '255', '257']
['257', '258', '263']
['261', '262', '265']
['264', '266', '268']
['268', '271', '275']
['272', '274', '279']
['276', '279', '283']
['281', '282', '284']
['284', '287', '288']
['289', '290', '294']
['292', '295', '299']
['296', '299', '303']
['300', '303', '306']
['304', '306', '308']
['309', '310', '315']
['312', '314', '319']
['316', '318', '320']
['321', '322', '326']
['324', '326', '331']
['329', '330', '334']
['332', '335', '339']
['337', '339', '342']
['340', '343', '347']
['345', '347', '350']
['349', '350', '352']
['352', '355', '359']
['356', '359', '362']
['361', '363', '367']
['365', '366', '368']
['368', '371', '374']
['372', '375', '378']
['377', '378', '382']
['380', '383', '384']
['384', '387', '390']
['388', '391', '395']
['393', '394', '399']
