40
35
['42', '926', '528', '810', '884']
['367', '455', '60', '671', '922']
['360', '399', '222', '82', '979']
['116', '301', '478', '70', '314']
['598', '780', '767', '748', '563']
['506', '336', '102', '889', '150']
['538', '235', '108', '217', '36']
['869', '124', '579', '94', '794']
['409', '167', '190', '978', '432']
['291', '151', '964', '158', '11']
['252', '90', '575', '968', '794']
['44', '618', '858', '261', '258']
['30', '143', '76', '782', '655']
['22', '970', '604', '776', '989']
['613', '649', '354', '350', '370']
['16', '813', '267', '476', '924']
['263', '117', '234', '316', '181']
['351', '323', '24', '582', '963']
['130', '145', '456', '337', '854']
['126', '418', '826', '580', '876']
['27', '319', '225', '827', '989']
['755', '686', '278', '485', '667']
['376', '46', '916', '639', '668']
['192', '772', '682', '62', '204']
['954', '658', '453', '441', '464']
['348', '128', '411', '449', '693']
['995', '429', '332', '245', '832']
['395', '761', '797', '715', '508']
['379', '556', '229', '479', '477']
['951', '248', '978', '999', '432']
['622', '694', '183', '568', '519']
['263', '132', '916', '50', '407']
['565', '877', '656', '609', '100']
['30', '413', '593', '769', '76']
['911', '398', '54', '223', '562']
['701', '836', '545', '843', '438']
['904', '947', '619', '157', '517']
['47', '344', '467', '119', '451']
['900', '194', '806', '220', '60']
['226', '872', '280', '389', '833']
['315', '589', '115', '865', '588']
['932', '292', '79', '740', '300']
['18', '439', '636', '237', '144']
['461', '437', '615', '560', '321']
['191', '799', '731', '411', '587']
['329', '872', '14', '680', '280']
['559', '605', '828', '280', '833']
['965', '230', '207', '823', '415']
['574', '233', '359', '906', '602']
['857', '493', '120', '841', '881']
['868', '766', '823', '415', '936']
['406', '499', '606', '176', '227']
['274', '993', '716', '362', '325']
['146', '303', '310', '809', '458']
['703', '956', '51', '855', '3']
['307', '420', '902', '394', '155']
['125', '545', '541', '438', '308']
['753', '608', '908', '9', '85']
['462', '244', '568', '738', '433']
['954', '973', '66', '464', '789']
['528', '98', '37', '722', '884']
['205', '755', '571', '971', '946']
['598', '903', '431', '448', '638']
['969', '870', '680', '777', '218']
['40', '537', '198', '9', '885']
['696', '337', '548', '765', '438']
['799', '742', '90', '449', '353']
['566', '8', '878', '354', '534']
['506', '542', '715', '150', '876']
['895', '172', '751', '653', '695']
['831', '886', '213', '169', '196']
['171', '285', '947', '404', '879']
['844', '52', '371', '312', '838']
['664', '973', '219', '440', '66']
['194', '806', '220', '381', '881']
['779', '341', '604', '776', '681']
['358', '636', '237', '410', '163']
['239', '61', '269', '896', '929']
['849', '802', '338', '443', '856']
['948', '419', '882', '12', '43']
['616', '40', '537', '198', '940']
['408', '200', '0', '584', '412']
['700', '212', '893', '935', '789']
['704', '312', '113', '257', '838']
['474', '552', '255', '246', '909']
['713', '236', '749', '82', '63']
['26', '232', '111', '248', '557']
['583', '387', '744', '914', '714']
['462', '738', '572', '695', '433']
['445', '359', '475', '447', '363']
['911', '61', '535', '634', '961']
['348', '252', '731', '968', '94']
['659', '930', '596', '594', '195']
['622', '984', '244', '990', '519']
['135', '189', '152', '6', '459']
['456', '836', '843', '854', '750']
['873', '182', '521', '852', '925']
['980', '470', '560', '67', '321']
['361', '365', '709', '672', '465']
['822', '434', '950', '129', '368']
['154', '814', '702', '615', '34']
['530', '445', '862', '953', '159']
['254', '414', '522', '683', '393']
['92', '746', '304', '767', '748']
['895', '653', '695', '318', '676']
['921', '754', '803', '378', '141']
['383', '213', '734', '385', '169']
['187', '894', '679', '543', '444']
['390', '962', '943', '328', '637']
['566', '613', '16', '313', '354']
['197', '221', '499', '72', '650']
['943', '631', '467', '270', '264']
['96', '800', '650', '620', '595']
['243', '315', '527', '976', '338']
['180', '635', '326', '747', '781']
['515', '651', '474', '665', '553']
['741', '803', '299', '378', '136']
['216', '93', '546', '715', '508']
['439', '986', '410', '503', '930']
['685', '498', '547', '648', '810']
['704', '875', '202', '113', '801']
['210', '428', '346', '734', '529']
['998', '182', '807', '928', '81']
['361', '717', '355', '919', '795']
['618', '200', '302', '0', '261']
['540', '168', '107', '2', '121']
['111', '248', '978', '333', '343']
['668', '316', '832', '50', '407']
['991', '68', '431', '377', '4']
['813', '531', '313', '987', '992']
['622', '751', '340', '990', '405']
['371', '790', '287', '504', '801']
['74', '259', '369', '630', '981']
['539', '670', '78', '35', '919']
['216', '733', '418', '797', '727']
['911', '398', '61', '937', '929']
['808', '374', '908', '512', '781']
['723', '982', '547', '648', '37']
['473', '737', '211', '828', '833']
['214', '603', '498', '592', '37']
['805', '576', '480', '584', '669']
['396', '483', '472', '601', '633']
['189', '883', '758', '152', '880']
['674', '382', '205', '571', '334']
['216', '507', '69', '102', '920']
['187', '192', '679', '444', '809']
['515', '651', '49', '265', '708']
['632', '484', '207', '525', '739']
['710', '701', '127', '696', '357']
['231', '513', '425', '757', '494']
['434', '284', '556', '902', '477']
['554', '852', '925', '729', '941']
['409', '905', '295', '740', '557']
['279', '819', '408', '203', '500']
['991', '791', '625', '209', '563']
['513', '660', '720', '644', '532']
['18', '396', '483', '144', '958']
['161', '661', '294', '450', '392']
['784', '631', '466', '424', '270']
['309', '272', '57', '665', '147']
['948', '171', '238', '783', '12']
['598', '431', '448', '780', '177']
['259', '369', '624', '981', '667']
['844', '386', '174', '788', '801']
['421', '207', '89', '628', '823']
['730', '151', '39', '345', '518']
['224', '114', '711', '50', '407']
['54', '851', '898', '122', '364']
['192', '454', '752', '444', '809']
['74', '369', '624', '148', '817']
['583', '101', '362', '166', '250']
['419', '404', '882', '43', '879']
['71', '982', '820', '164', '592']
['191', '411', '103', '579', '698']
['28', '612', '821', '426', '56']
['702', '980', '496', '793', '67']
['643', '127', '548', '750', '308']
['28', '778', '821', '627', '56']
['954', '957', '658', '441', '524']
['869', '677', '353', '489', '579']
['324', '590', '923', '525', '460']
['323', '110', '672', '201', '142']
['967', '425', '41', '452', '327']
['111', '190', '292', '333', '247']
['967', '778', '859', '549', '327']
['688', '741', '143', '378', '497']
['558', '607', '140', '136', '141']
['583', '281', '993', '597', '927']
['171', '904', '947', '792', '879']
['804', '379', '950', '15', '556']
['436', '488', '902', '155', '960']
['550', '811', '162', '239', '896']
['867', '586', '614', '31', '890']
['707', '749', '108', '83', '36']
['779', '339', '341', '178', '179']
['735', '887', '837', '6', '468']
['344', '416', '637', '918', '451']
['131', '95', '938', '526', '775']
['126', '69', '889', '826', '427']
['730', '787', '153', '13', '818']
['226', '559', '605', '870', '892']
['565', '682', '303', '985', '752']
['756', '469', '75', '842', '453']
['785', '478', '6', '314', '288']
['784', '320', '466', '726', '264']
['704', '846', '53', '174', '257']
['857', '48', '455', '671', '260']
['73', '837', '758', '152', '468']
['212', '219', '893', '440', '524']
['380', '697', '423', '724', '266']
['324', '632', '965', '766', '415']
['559', '737', '329', '211', '605']
['824', '891', '570', '19', '610']
['116', '133', '478', '459', '314']
['139', '913', '971', '817', '946']
['864', '551', '210', '249', '724']
['773', '721', '970', '179', '743']
['998', '554', '273', '910', '289']
['568', '738', '572', '405', '676']
['921', '413', '754', '782', '655']
['862', '997', '486', '564', '283']
['858', '805', '279', '412', '669']
['629', '555', '416', '277', '573']
['866', '661', '691', '156', '392']
['52', '371', '495', '846', '53']
['271', '281', '675', '597', '927']
['629', '962', '466', '424', '119']
['718', '502', '306', '775', '890']
['850', '635', '798', '808', '85']
['342', '841', '457', '647', '922']
['345', '13', '975', '228', '11']
['613', '267', '350', '955', '924']
['161', '49', '309', '246', '147']
['64', '285', '275', '623', '517']
['787', '153', '349', '966', '964']
['189', '662', '887', '880', '70']
['345', '10', '228', '311', '899']
['864', '551', '383', '385', '861']
['44', '200', '500', '725', '258']
['231', '967', '612', '523', '112']
['99', '640', '488', '391', '960']
['798', '326', '430', '608', '85']
['22', '27', '422', '319', '400']
['639', '234', '429', '316', '830']
['501', '230', '352', '936', '739']
['640', '434', '284', '368', '479']
['226', '55', '2', '870', '218']
['784', '509', '47', '320', '573']
['291', '975', '860', '899', '11']
['790', '770', '193', '875', '202']
['339', '422', '118', '400', '442']
['506', '418', '93', '546', '580']
['991', '762', '746', '377', '874']
['482', '372', '486', '564', '363']
['131', '149', '80', '435', '322']
['272', '552', '57', '708', '147']
['472', '163', '138', '594', '633']
['811', '239', '356', '402', '562']
['917', '689', '53', '174', '491']
['221', '137', '72', '825', '240']
['128', '124', '575', '489', '794']
['886', '380', '213', '697', '847']
