['0', '1', '64', '67', '448', '133', '6', '166', '262', '41', '491', '366', '273', '305', '307', '498', '249', '474', '475', '350']
['160', '97', '384', '323', '68', '263', '72', '200', '42', '267', '141', '205', '145', '19', '277', '214', '438', '282', '379', '413']
['130', '258', '4', '197', '324', '71', '355', '424', '298', '109', '15', '335', '399', '84', '117', '310', '189', '410', '157', '447']
['193', '280', '229', '453', '7', '423', '454', '362', '11', '45', '493', '177', '371', '411', '22', '120', '345', '59', '29', '95']
['192', '353', '34', '98', '451', '485', '296', '201', '138', '106', '270', '240', '275', '180', '436', '374', '437', '218', '60', '317']
['128', '131', '163', '292', '294', '39', '40', '103', '329', '420', '44', '460', '430', '488', '144', '309', '55', '478', '279', '30']
['382', '35', '99', '5', '167', '327', '455', '299', '173', '365', '494', '80', '113', '20', '216', '346', '91', '61', '158', '223']
['256', '407', '226', '3', '386', '37', '264', '234', '394', '428', '78', '432', '148', '21', '404', '87', '405', '122', '253', '383']
['481', '162', '472', '75', '204', '12', '206', '331', '336', '337', '82', '339', '370', '400', '406', '440', '473', '347', '221', '287']
['100', '101', '390', '231', '456', '137', '266', '107', '237', '178', '211', '244', '85', '182', '23', '312', '217', '442', '126', '127']
['32', '161', '354', '291', '444', '486', '9', '202', '364', '333', '369', '146', '215', '24', '281', '90', '443', '124', '125', '351']
['129', '482', '227', '452', '392', '457', '269', '110', '143', '174', '207', '272', '462', '212', '53', '373', '465', '468', '186', '92']
['352', '153', '483', '199', '487', '108', '397', '303', '304', '241', '496', '116', '308', '150', '119', '340', '89', '469', '316', '414']
['480', '65', '261', '198', '104', '136', '77', '238', '367', '112', '497', '51', '52', '252', '499', '344', '251', '156', '62', '31']
['96', '385', '102', '135', '232', '391', '74', '172', '431', '49', '209', '401', '276', '343', '118', '151', '408', '409', '155', '254']
['33', '2', '164', '230', '326', '490', '187', '429', '461', '176', '315', '368', '403', '245', '54', '246', '278', '470', '314', '27']
['259', '387', '325', '38', '393', '425', '332', '398', '495', '306', '115', '243', '467', '88', '377', '378', '476', '284', '477', '63']
['439', '418', '36', '132', '70', '395', '363', '140', '13', '142', '111', '16', '17', '175', '239', '302', '372', '247', '219', '349']
['224', '320', '416', '417', '260', '446', '361', '441', '76', '46', '47', '208', '181', '412', '56', '380', '58', '348', '286', '255']
['194', '195', '228', '290', '450', '295', '359', '233', '330', '427', '489', '464', '338', '402', '466', '311', '248', '123', '220', '94']
['288', '289', '419', '196', '415', '105', '236', '396', '463', '48', '18', '83', '242', '274', '435', '183', '250', '445', '93', '319']
['225', '321', '449', '356', '484', '134', '8', '168', '297', '43', '203', '334', '271', '50', '114', '147', '152', '185', '184', '479']
['357', '421', '328', '169', '265', '139', '171', '268', '14', '79', '300', '360', '433', '179', '459', '26', '283', '28', '222', '191']
['121', '66', '257', '388', '165', '389', '422', '73', '426', '235', '458', '81', '434', '86', '376', '57', '154', '188', '190', '159']
['322', '471', '69', '293', '313', '358', '170', '10', '492', '301', '210', '381', '149', '213', '341', '342', '25', '285', '318', '375']
