['480', '33', '98', '129', '68', '326', '391', '104', '362', '75', '13', '141', '47', '80', '179', '340', '277', '437', '215', '157']
['352', '420', '262', '71', '360', '383', '138', '107', '490', '304', '178', '338', '116', '52', '341', '183', '283', '413', '446', '223']
['288', '321', '287', '165', '134', '488', '265', '393', '366', '432', '209', '210', '401', '308', '442', '27', '349', '125', '478', '255']
['258', '35', '102', '328', '74', '394', '140', '491', '206', '81', '114', '83', '148', '212', '182', '433', '153', '378', '124', '62']
['2', '131', '388', '327', '200', '232', '314', '45', '473', '239', '240', '49', '147', '372', '403', '377', '282', '92', '382', '31']
['0', '1', '160', '99', '90', '358', '295', '454', '137', '250', '331', '44', '363', '78', '302', '336', '85', '26', '59', '319']
['32', '416', '130', '325', '10', '299', '426', '269', '399', '208', '368', '307', '309', '118', '342', '88', '57', '187', '477', '63']
['350', '66', '100', '217', '486', '263', '472', '171', '14', '303', '86', '119', '24', '151', '218', '379', '220', '93', '222', '438']
['194', '483', '5', '198', '390', '72', '457', '43', '111', '207', '274', '306', '244', '53', '371', '470', '345', '443', '285', '30']
['161', '226', '289', '229', '261', '389', '455', '489', '173', '337', '18', '51', '180', '243', '245', '343', '402', '444', '476', '380']
['448', '387', '36', '197', '70', '356', '422', '456', '139', '172', '427', '461', '462', '272', '495', '19', '211', '61', '158', '447']
['163', '323', '69', '6', '168', '233', '301', '365', '398', '498', '115', '84', '189', '310', '23', '120', '185', '474', '152', '216']
['224', '34', '67', '4', '453', '38', '8', '201', '296', '298', '300', '270', '15', '144', '82', '22', '348', '313', '123', '60']
['227', '291', '324', '135', '392', '234', '155', '332', '219', '176', '465', '467', '404', '411', '54', '499', '409', '91', '190', '127']
['384', '353', '162', '386', '164', '485', '294', '297', '204', '493', '334', '271', '400', '241', '273', '246', '122', '475', '29', '318']
['417', '3', '451', '133', '231', '359', '202', '492', '205', '46', '429', '17', '315', '339', '213', '316', '374', '469', '251', '156']
['481', '290', '259', '450', '37', '230', '423', '330', '268', '77', '460', '175', '113', '149', '406', '311', '121', '186', '317', '191']
['64', '89', '449', '195', '292', '471', '166', '169', '428', '346', '142', '335', '496', '434', '20', '276', '375', '25', '58', '221']
['96', '193', '344', '196', '376', '41', '329', '108', '238', '431', '305', '50', '252', '150', '214', '278', '28', '381', '414', '415']
['97', '482', '39', '458', '267', '395', '109', '237', '79', '48', '369', '146', '242', '430', '436', '494', '407', '280', '286', '159']
['225', '257', '385', '419', '484', '7', '136', '73', '42', '106', '76', '266', '367', '145', '370', '466', '181', '247', '279', '351']
['439', '101', '293', '167', '199', '105', '408', '203', '235', '397', '174', '421', '21', '373', '87', '248', '281', '347', '284', '445']
['128', '65', '192', '132', '228', '40', '264', '170', '11', '12', '333', '364', '459', '463', '177', '435', '468', '117', '410', '94']
['256', '320', '354', '355', '452', '487', '424', '425', '479', '396', '110', '143', '112', '497', '275', '440', '441', '412', '253', '95']
['312', '322', '260', '357', '418', '103', '9', '361', '236', '16', '464', '184', '254', '405', '55', '56', '249', '154', '188', '126']
