['128', '350', '162', '67', '353', '134', '74', '299', '397', '366', '369', '84', '404', '443', '469', '472', '219', '28', '349', '158']
['96', '280', '195', '259', '40', '105', '168', '204', '236', '237', '175', '207', '332', '115', '211', '436', '467', '24', '217', '122']
['64', '97', '224', '38', '39', '391', '234', '171', '15', '434', '435', '93', '372', '54', '438', '56', '499', '379', '380', '61']
['129', '153', '185', '291', '355', '70', '313', '452', '267', '45', '176', '82', '19', '306', '339', '342', '247', '121', '220', '255']
['256', '34', '164', '421', '262', '296', '328', '298', '300', '430', '303', '83', '371', '85', '182', '23', '310', '409', '378', '412']
['32', '65', '2', '163', '194', '6', '166', '104', '358', '422', '398', '240', '401', '18', '338', '433', '21', '154', '123', '254']
['160', '292', '420', '359', '456', '489', '235', '460', '13', '429', '80', '81', '145', '146', '276', '213', '470', '283', '157', '94']
['289', '258', '414', '446', '71', '199', '263', '423', '107', '364', '457', '208', '51', '468', '149', '245', '89', '315', '62', '447']
['354', '99', '4', '386', '390', '295', '232', '266', '479', '79', '431', '181', '86', '309', '152', '345', '26', '317', '413', '415']
['193', '66', '3', '228', '37', '102', '261', '324', '383', '202', '363', '140', '458', '471', '209', '151', '408', '475', '387', '63']
['0', '417', '322', '481', '100', '103', '7', '200', '459', '428', '269', '461', '274', '116', '246', '406', '344', '473', '92', '221']
['448', '226', '382', '36', '133', '360', '42', '250', '331', '301', '238', '462', '112', '49', '50', '177', '210', '90', '285', '30']
['480', '225', '450', '484', '487', '362', '203', '426', '490', '78', '47', '399', '463', '307', '117', '375', '440', '441', '478', '159']
['161', '257', '131', '196', '357', '186', '73', '138', '139', '169', '392', '270', '16', '244', '215', '25', '58', '155', '60', '223']
['407', '385', '416', '323', '449', '201', '170', '12', '76', '143', '432', '465', '370', '277', '373', '189', '248', '437', '442', '29']
['384', '130', '482', '68', '132', '229', '453', '424', '265', '329', '268', '77', '205', '367', '400', '17', '279', '91', '445', '343']
['192', '33', '227', '101', '197', '326', '488', '425', '10', '396', '492', '464', '147', '212', '150', '88', '282', '444', '381', '286']
['191', '5', '486', '231', '72', '41', '233', '173', '365', '111', '241', '178', '188', '119', '374', '87', '377', '127', '318', '95']
['320', '376', '361', '395', '108', '141', '46', '239', '304', '333', '335', '243', '308', '53', '22', '337', '368', '405', '410', '347']
['290', '388', '165', '293', '167', '389', '297', '106', '110', '334', '144', '495', '497', '403', '20', '183', '312', '251', '311', '31']
['1', '418', '260', '294', '454', '264', '476', '330', '394', '305', '402', '52', '284', '348', '55', '120', '411', '156', '125', '351']
['321', '451', '356', '483', '198', '455', '427', '172', '44', '142', '491', '493', '113', '114', '466', '494', '496', '474', '477', '319']
['352', '35', '325', '230', '137', '109', '14', '302', '48', '272', '242', '275', '252', '346', '316', '439', '216', '218', '124', '126']
['98', '419', '281', '8', '59', '393', '11', '187', '174', '336', '498', '179', '180', '118', '214', '278', '249', '27', '190', '287']
['288', '69', '485', '135', '136', '9', '327', '75', '43', '206', '271', '273', '148', '340', '341', '184', '57', '314', '253', '222']
