['756', '827', '806', '480', '644', '521', '857', '451', '963', '670', '647', '22', '468', '267', '959', '205', '447', '169', '110', '579']
['712', '836', '634', '785', '229', '590', '356', '912', '127', '121', '312', '280', '181', '402', '910', '355', '663', '909', '108', '961']
['453', '941', '962', '247', '411', '954', '384', '313', '921', '287', '598', '452', '583', '844', '673', '966', '421', '522', '847', '15']
['264', '777', '645', '706', '50', '60', '59', '85', '209', '944', '906', '896', '454', '479', '555', '168', '90', '339', '677', '141']
['276', '429', '308', '155', '194', '383', '953', '291', '259', '868', '935', '699', '420', '239', '914', '849', '971', '863', '873', '136']
['440', '664', '505', '554', '588', '616', '550', '636', '883', '674', '381', '601', '388', '138', '33', '534', '81', '625', '856', '399']
['997', '413', '464', '824', '862', '316', '92', '789', '735', '761', '392', '839', '917', '871', '968', '116', '724', '178', '866', '605']
['639', '215', '208', '931', '26', '232', '708', '257', '671', '881', '774', '486', '763', '561', '377', '938', '838', '609', '927', '736']
['925', '305', '54', '282', '577', '651', '325', '918', '652', '689', '685', '946', '63', '835', '129', '784', '621', '845', '417', '682']
['770', '47', '612', '591', '77', '600', '198', '974', '296', '32', '139', '394', '619', '73', '567', '250', '35', '246', '936', '343']
['607', '687', '694', '610', '825', '189', '496', '775', '725', '410', '559', '564', '457', '40', '655', '972', '830', '487', '533', '228']
['952', '877', '970', '937', '872', '102', '192', '435', '430', '352', '30', '519', '698', '494', '176', '412', '408', '29', '151', '526']
['89', '532', '742', '679', '812', '602', '995', '459', '499', '97', '83', '133', '557', '52', '385', '518', '335', '745', '543', '436']
['841', '203', '546', '878', '920', '691', '991', '202', '255', '769', '834', '848', '501', '635', '297', '817', '886', '678', '597', '270']
['415', '668', '517', '72', '916', '542', '210', '629', '880', '56', '990', '302', '721', '212', '690', '119', '180', '49', '372', '511']
['2', '364', '900', '986', '234', '283', '142', '750', '14', '3', '243', '481', '391', '117', '7', '669', '965', '840', '686', '755']
['20', '27', '95', '389', '400', '471', '290', '375', '907', '676', '269', '658', '424', '330', '586', '796', '379', '474', '144', '179']
['98', '371', '894', '226', '8', '221', '627', '476', '823', '331', '662', '852', '407', '904', '585', '448', '932', '618', '955', '345']
['696', '45', '422', '524', '172', '587', '159', '337', '465', '515', '814', '701', '233', '156', '238', '140', '608', '541', '196', '776']
['506', '17', '369', '858', '934', '903', '472', '957', '791', '709', '891', '293', '99', '463', '358', '803', '558', '397', '258', '489']
['573', '813', '360', '978', '12', '902', '431', '51', '613', '174', '475', '969', '630', '298', '804', '16', '893', '118', '942', '150']
['795', '477', '74', '460', '363', '951', '105', '860', '446', '295', '294', '693', '219', '1', '109', '890', '800', '665', '165', '653']
['272', '895', '251', '326', '426', '977', '304', '154', '574', '455', '13', '758', '593', '260', '876', '816', '861', '382', '504', '261']
['490', '930', '993', '163', '201', '720', '943', '752', '688', '467', '329', '703', '867', '434', '744', '376', '41', '137', '919', '34']
['103', '461', '667', '351', '346', '284', '732', '766', '350', '536', '106', '992', '875', '801', '741', '580', '466', '285', '976', '478']
['78', '870', '581', '940', '398', '765', '0', '846', '879', '341', '700', '485', '123', '173', '637', '659', '306', '253', '458', '414']
['222', '87', '268', '310', '529', '799', '525', '68', '980', '874', '757', '36', '405', '790', '626', '126', '69', '746', '39', '660']
['289', '237', '100', '649', '528', '503', '362', '950', '822', '615', '11', '488', '809', '353', '568', '624', '236', '672', '157', '340']
['985', '216', '549', '134', '361', '288', '57', '842', '794', '182', '915', '956', '722', '218', '71', '535', '380', '933', '887', '122']
['788', '367', '328', '357', '235', '913', '428', '502', '498', '646', '531', '697', '359', '960', '905', '811', '958', '996', '191', '124']
['748', '24', '604', '107', '760', '592', '520', '96', '224', '864', '300', '570', '321', '175', '865', '565', '348', '152', '641', '438']
['42', '571', '161', '537', '79', '301', '747', '576', '530', '837', '76', '792', '898', '901', '949', '723', '633', '551', '395', '403']
['512', '988', '336', '254', '820', '128', '443', '885', '456', '759', '964', '75', '853', '851', '333', '729', '751', '552', '560', '947']
['939', '318', '705', '975', '754', '620', '111', '614', '833', '470', '926', '718', '642', '170', '195', '717', '994', '323', '650', '764']
['469', '58', '104', '309', '783', '322', '599', '21', '707', '507', '84', '762', '623', '831', '262', '366', '86', '654', '320', '275']
['241', '922', '242', '299', '177', '882', '439', '869', '211', '9', '416', '632', '767', '606', '596', '370', '61', '661', '271', '728']
['278', '368', '929', '715', '702', '266', '401', '18', '545', '442', '112', '231', '656', '739', '70', '780', '628', '695', '46', '523']
['984', '25', '595', '569', '540', '798', '445', '432', '945', '589', '497', '418', '279', '482', '186', '94', '855', '884', '553', '131']
['292', '200', '492', '327', '214', '88', '158', '365', '167', '562', '387', '230', '6', '773', '449', '802', '897', '889', '314', '924']
['425', '683', '826', '113', '62', '738', '727', '64', '125', '146', '556', '979', '265', '433', '160', '10', '334', '734', '220', '274']
['145', '899', '566', '162', '31', '989', '539', '828', '393', '666', '509', '832', '911', '981', '638', '572', '704', '510', '93', '307']
['132', '547', '730', '65', '245', '982', '808', '166', '386', '91', '171', '892', '206', '771', '462', '643', '772', '187', '854', '631']
['44', '5', '164', '263', '55', '244', '80', '538', '373', '782', '332', '319', '493', '197', '199', '190', '908', '859', '344', '843']
['419', '120', '347', '513', '252', '714', '743', '483', '149', '681', '594', '640', '38', '277', '227', '657', '787', '516', '101', '324']
['648', '184', '527', '396', '603', '193', '153', '726', '130', '354', '888', '818', '500', '315', '753', '19', '508', '778', '437', '710']
['248', '768', '719', '317', '987', '973', '115', '143', '575', '582', '185', '207', '807', '66', '928', '188', '183', '514', '349', '611']
['563', '135', '548', '223', '805', '713', '731', '67', '733', '793', '342', '999', '797', '810', '815', '427', '786', '303', '213', '737']
['48', '680', '781', '779', '409', '286', '740', '821', '584', '147', '338', '923', '240', '967', '473', '491', '983', '819', '441', '53']
['544', '256', '217', '684', '998', '281', '148', '749', '450', '273', '495', '378', '82', '43', '204', '114', '711', '444', '311', '484']
['948', '374', '622', '423', '829', '404', '617', '716', '37', '692', '28', '850', '578', '406', '249', '225', '23', '390', '675', '4']
