['222', '270', '107', '776', '533', '245', '595', '762', '520', '842', '113', '525', '309', '469', '758', '26', '297', '829', '226', '786']
['984', '485', '943', '676', '449', '29', '50', '2', '890', '616', '346', '978', '401', '160', '206', '688', '740', '591', '85', '697']
['857', '980', '356', '809', '148', '313', '754', '441', '589', '286', '131', '330', '780', '365', '586', '272', '769', '195', '687', '215']
['560', '877', '317', '264', '161', '752', '88', '605', '855', '750', '967', '701', '623', '482', '447', '624', '283', '42', '561', '318']
['5', '768', '352', '852', '168', '7', '972', '219', '597', '262', '196', '189', '24', '183', '957', '527', '545', '673', '400', '457']
['505', '608', '252', '207', '78', '162', '559', '366', '43', '213', '132', '355', '517', '476', '280', '298', '214', '23', '761', '395']
['821', '496', '715', '33', '300', '156', '424', '593', '946', '68', '816', '28', '426', '90', '136', '548', '599', '498', '920', '714']
['415', '257', '521', '947', '810', '180', '193', '361', '103', '885', '901', '919', '929', '419', '17', '738', '342', '332', '773', '216']
['159', '839', '144', '104', '175', '889', '396', '812', '118', '987', '638', '704', '634', '327', '164', '101', '637', '402', '15', '36']
['971', '3', '779', '105', '459', '452', '362', '999', '370', '157', '976', '142', '434', '772', '862', '941', '109', '464', '247', '519']
['966', '115', '804', '531', '628', '80', '363', '959', '276', '251', '299', '579', '541', '110', '486', '353', '514', '546', '731', '357']
['930', '494', '585', '97', '481', '661', '487', '263', '963', '796', '536', '700', '331', '73', '926', '406', '474', '899', '611', '125']
['746', '51', '977', '154', '59', '818', '681', '621', '549', '615', '112', '636', '116', '198', '652', '837', '108', '892', '887', '725']
['996', '853', '690', '211', '348', '91', '399', '913', '273', '691', '423', '390', '290', '562', '461', '633', '394', '640', '660', '325']
['526', '92', '293', '739', '511', '163', '77', '898', '212', '680', '811', '75', '248', '765', '133', '25', '278', '991', '886', '493']
['121', '712', '827', '620', '655', '341', '368', '815', '279', '875', '467', '199', '463', '448', '956', '909', '354', '271', '937', '98']
['782', '806', '499', '588', '962', '385', '432', '850', '832', '371', '921', '82', '188', '430', '571', '281', '58', '204', '928', '427']
['667', '873', '783', '174', '931', '45', '381', '679', '797', '781', '555', '635', '856', '310', '202', '566', '748', '326', '828', '235']
