['425', '217', '420']
['574', '159', '244']
['432', '197', '27']
['540', '245', '563']
['8', '594', '569']
['103', '362', '330']
['125', '307', '416']
['270', '289', '9']
['472', '487', '228']
['586', '492', '59']
['585', '76', '142']
['305', '318', '233']
['381', '79', '337']
['415', '200', '494']
['168', '277', '378']
['484', '386', '461']
['49', '412', '0']
['498', '399', '212']
['398', '553', '590']
['146', '530', '587']
['1', '481', '518']
['201', '488', '406']
['42', '493', '133']
['97', '247', '514']
['519', '547', '46']
['31', '259', '395']
['353', '199', '4']
['520', '150', '101']
['401', '179', '185']
['548', '151', '477']
['390', '106', '598']
['363', '35', '469']
['204', '435', '354']
['5', '584', '227']
['48', '375', '19']
['449', '195', '427']
['39', '571', '303']
['396', '309', '193']
['112', '496', '578']
['302', '192', '377']
['361', '26', '502']
['367', '187', '287']
['539', '120', '124']
['565', '211', '437']
['171', '265', '465']
['210', '291', '441']
['421', '7', '223']
['458', '14', '442']
['257', '111', '91']
['17', '538', '405']
['424', '364', '216']
['110', '576', '516']
['127', '220', '241']
['479', '455', '107']
['314', '271', '542']
['344', '263', '143']
['431', '32', '252']
['570', '269', '37']
['397', '351', '136']
['456', '160', '356']
['178', '417', '18']
['47', '83', '589']
['147', '369', '486']
['339', '113', '13']
['365', '74', '226']
['596', '379', '480']
['66', '552', '388']
['423', '577', '340']
['248', '352', '533']
['234', '306', '549']
['382', '129', '500']
['457', '25', '478']
['54', '230', '273']
['258', '513', '186']
['282', '232', '558']
['327', '131', '87']
['152', '581', '51']
['467', '579', '73']
['321', '545', '140']
['174', '34', '218']
['430', '102', '389']
['451', '88', '119']
['336', '89', '246']
['23', '473', '368']
['511', '109', '56']
['184', '556', '84']
['501', '78', '231']
['485', '235', '264']
['132', '358', '58']
['86', '320', '65']
['326', '350', '407']
['225', '52', '550']
['392', '523', '297']
['98', '329', '57']
['68', '267', '175']
['275', '332', '81']
['169', '15', '562']
['71', '460', '172']
['566', '463', '105']
['403', '559', '544']
['285', '323', '41']
['36', '33', '189']
['24', '359', '20']
['426', '445', '188']
['474', '387', '534']
['509', '93', '422']
['588', '452', '202']
['155', '301', '117']
['334', '272', '242']
['191', '380', '503']
['429', '122', '444']
['145', '72', '561']
['44', '198', '290']
['471', '466', '6']
['278', '438', '158']
['221', '529', '250']
['16', '45', '95']
['62', '298', '333']
['526', '436', '256']
['572', '284', '546']
['239', '69', '454']
['29', '319', '180']
['515', '11', '599']
['251', '372', '341']
['331', '470', '440']
['176', '77', '90']
['554', '573', '144']
['213', '592', '597']
['80', '536', '543']
['190', '61', '413']
['21', '315', '268']
['343', '312', '506']
['254', '591', '164']
['108', '141', '464']
['121', '409', '92']
['2', '551', '434']
['296', '404', '384']
['139', '468', '153']
['60', '243', '207']
['43', '308', '219']
['154', '40', '148']
['450', '115', '255']
['490', '194', '428']
['535', '99', '310']
['568', '402', '114']
['116', '575', '118']
['537', '317', '510']
['499', '345', '182']
['414', '325', '459']
['94', '22', '156']
['483', '475', '355']
['165', '183', '532']
['67', '374', '580']
['541', '12', '447']
['419', '130', '288']
['410', '391', '439']
['240', '38', '283']
['453', '63', '528']
['371', '170', '342']
['324', '313', '177']
['157', '173', '222']
['209', '96', '224']
['504', '564', '531']
['85', '294', '491']
['393', '311', '433']
['128', '527', '582']
['229', '383', '521']
['138', '123', '462']
['126', '70', '280']
['236', '595', '593']
['135', '167', '295']
['292', '253', '524']
['237', '214', '385']
['104', '162', '408']
['555', '567', '64']
['266', '370', '489']
['482', '328', '238']
['281', '261', '357']
['137', '360', '512']
['299', '100', '338']
['279', '517', '163']
['181', '508', '525']
['583', '134', '3']
['196', '276', '495']
['166', '215', '53']
['208', '286', '300']
['50', '497', '346']
['10', '55', '400']
['293', '206', '260']
['262', '205', '28']
['82', '366', '376']
['203', '149', '349']
['249', '394', '557']
['522', '448', '316']
['446', '507', '30']
['347', '373', '335']
['322', '274', '161']
['348', '75', '304']
['443', '411', '560']
['418', '476', '505']
