['322', '156', '8', '377', '72', '174', '302', '348', '130', '170', '60', '354', '267', '306', '97', '187', '246', '371', '110', '334']
['161', '398', '303', '266', '102', '61', '296', '297', '394', '264', '209', '291', '33', '32', '195', '236', '245', '56', '144', '271']
['114', '163', '276', '125', '329', '129', '95', '139', '295', '292', '96', '25', '185', '252', '50', '10', '5', '231', '71', '379']
['285', '273', '320', '120', '98', '127', '353', '299', '203', '352', '94', '107', '226', '317', '42', '188', '43', '63', '152', '335']
['112', '284', '165', '277', '392', '319', '168', '59', '58', '293', '316', '234', '84', '368', '244', '219', '74', '34', '78', '167']
['154', '321', '384', '393', '9', '151', '83', '181', '186', '205', '67', '57', '199', '222', '23', '232', '364', '169', '360', '373']
['179', '382', '383', '148', '328', '397', '396', '305', '100', '259', '146', '224', '7', '210', '218', '367', '280', '378', '147', '249']
['380', '327', '131', '109', '171', '395', '183', '134', '82', '128', '389', '65', '315', '212', '22', '230', '211', '191', '17', '116']
['374', '122', '340', '341', '376', '286', '108', '261', '90', '103', '201', '48', '80', '311', '314', '369', '35', '79', '155', '283']
['372', '346', '347', '176', '326', '123', '385', '309', '45', '93', '182', '101', '307', '216', '105', '39', '189', '250', '31', '220']
['336', '140', '118', '49', '126', '47', '258', '229', '106', '312', '66', '184', '41', '194', '362', '30', '29', '365', '16', '145']
['345', '143', '375', '159', '332', '88', '44', '40', '104', '223', '213', '21', '11', '53', '247', '289', '241', '4', '153', '18']
['381', '254', '278', '89', '1', '136', '92', '202', '318', '204', '81', '359', '87', '358', '227', '237', '37', '190', '265', '113']
['272', '68', '15', '300', '304', '150', '310', '214', '225', '198', '281', '19', '12', '196', '14', '70', '193', '192', '363', '282']
['142', '160', '162', '330', '275', '308', '342', '279', '6', '91', '324', '356', '135', '64', '290', '239', '69', '215', '28', '164']
['323', '121', '141', '133', '99', '387', '255', '115', '46', '111', '208', '235', '77', '76', '75', '366', '251', '400', '257', '242']
['344', '119', '274', '177', '263', '124', '173', '260', '349', '351', '238', '85', '51', '256', '13', '197', '370', '243', '270', '248']
['158', '399', '333', '172', '157', '350', '166', '269', '228', '217', '26', '27', '3', '390', '36', '240', '339', '338', '2', '361']
['337', '331', '287', '262', '386', '343', '132', '388', '298', '137', '253', '180', '294', '138', '313', '86', '268', '38', '221', '233']
['178', '175', '149', '357', '325', '355', '301', '200', '24', '207', '206', '55', '20', '54', '52', '73', '288', '117', '391', '62']
