['957', '131', '74', '898', '32']
['178', '614', '881', '722', '279']
['218', '9', '305', '769', '440']
['659', '848', '932', '695', '610']
['715', '22', '387', '314', '785']
['382', '990', '795', '75', '176']
['985', '459', '638', '558', '996']
['132', '57', '23', '84', '517']
['185', '464', '505', '297', '446']
['891', '902', '439', '868', '522']
['966', '318', '553', '734', '937']
['149', '786', '179', '862', '475']
['235', '804', '968', '469', '497']
['709', '211', '292', '741', '639']
['393', '554', '430', '724', '669']
['816', '781', '498', '11', '687']
['823', '839', '33', '947', '454']
['824', '207', '758', '748', '48']
['243', '192', '708', '28', '476']
['91', '339', '300', '81', '772']
['794', '561', '998', '38', '791']
['782', '444', '272', '269', '803']
['775', '818', '808', '246', '733']
['124', '424', '771', '187', '740']
['581', '978', '274', '671', '209']
['700', '262', '259', '203', '698']
['186', '61', '737', '231', '873']
['825', '477', '988', '615', '658']
['844', '599', '405', '41', '417']
['946', '644', '487', '944', '940']
['34', '524', '225', '261', '151']
['411', '7', '276', '735', '502']
['371', '16', '252', '457', '94']
['139', '851', '264', '285', '327']
['241', '113', '530', '308', '572']
['432', '789', '188', '672', '299']
['846', '66', '630', '409', '878']
['954', '950', '879', '24', '344']
['495', '837', '99', '732', '928']
['488', '514', '107', '324', '512']
['242', '325', '404', '623', '335']
['348', '284', '811', '456', '354']
['233', '885', '181', '557', '831']
['323', '219', '504', '47', '760']
['637', '418', '943', '911', '267']
['143', '676', '854', '195', '613']
['158', '843', '494', '654', '717']
['177', '814', '223', '453', '466']
['118', '210', '141', '766', '340']
['19', '391', '780', '702', '573']
['550', '622', '247', '871', '706']
['79', '617', '935', '80', '646']
['999', '897', '357', '560', '970']
['366', '770', '167', '108', '474']
['860', '408', '312', '820', '915']
['989', '485', '0', '513', '958']
['649', '479', '642', '756', '830']
['283', '745', '942', '78', '150']
['175', '647', '17', '106', '224']
['761', '545', '577', '463', '543']
['135', '888', '29', '904', '164']
['506', '136', '265', '792', '156']
['643', '832', '96', '921', '260']
['972', '413', '664', '903', '859']
['620', '62', '948', '953', '127']
['531', '268', '483', '100', '442']
['949', '496', '836', '993', '378']
['36', '183', '541', '310', '763']
['40', '35', '101', '115', '674']
['428', '26', '369', '683', '877']
['714', '660', '258', '712', '184']
['394', '665', '930', '889', '694']
['111', '412', '503', '519', '540']
['221', '635', '343', '645', '574']
['365', '919', '588', '13', '193']
['401', '528', '583', '189', '566']
['563', '289', '182', '549', '728']
['764', '977', '711', '133', '306']
['641', '539', '810', '277', '570']
['86', '321', '137', '436', '809']
['163', '69', '575', '311', '88']
['648', '518', '448', '59', '392']
['593', '56', '471', '407', '799']
['208', '612', '906', '301', '160']
['451', '982', '670', '112', '2']
['516', '95', '215', '731', '214']
['198', '886', '493', '165', '379']
['229', '987', '345', '248', '341']
['117', '87', '21', '161', '468']
['204', '275', '631', '912', '705']
['334', '668', '636', '510', '662']
['287', '833', '894', '82', '678']
['415', '895', '511', '883', '271']
['152', '20', '784', '293', '126']
['458', '237', '521', '447', '359']
['834', '46', '976', '917', '548']
['460', '726', '685', '205', '148']
['765', '640', '326', '980', '567']
['202', '609', '197', '250', '595']
['892', '170', '747', '509', '155']
['961', '313', '559', '681', '867']
['397', '774', '634', '77', '1']
['103', '812', '697', '918', '437']
['376', '721', '507', '738', '991']
['625', '838', '538', '37', '986']
['608', '93', '580', '255', '174']
['908', '423', '500', '338', '815']
['288', '569', '684', '470', '238']
['168', '797', '787', '515', '974']
['153', '45', '381', '449', '281']
['547', '212', '525', '739', '445']
['882', '240', '536', '367', '691']
['346', '194', '282', '130', '43']
['461', '597', '370', '499', '869']
['729', '10', '866', '302', '331']
['964', '875', '291', '157', '266']
['526', '624', '425', '419', '956']
['473', '486', '571', '395', '389']
['236', '15', '169', '421', '154']
['296', '320', '399', '582', '472']
['544', '835', '140', '650', '290']
['790', '762', '963', '109', '286']
['576', '960', '353', '98', '134']
['65', '54', '123', '585', '398']
['535', '422', '121', '855', '295']
['249', '537', '652', '981', '71']
['736', '861', '520', '199', '76']
['58', '68', '533', '484', '12']
['618', '147', '965', '410', '727']
['852', '969', '929', '628', '805']
['653', '416', '322', '166', '523']
['489', '67', '849', '146', '162']
['840', '598', '801', '239', '83']
['232', '992', '25', '228', '793']
['373', '206', '508', '716', '896']
['633', '342', '884', '44', '813']
['858', '30', '361', '679', '532']
['455', '880', '492', '144', '462']
['104', '63', '482', '651', '743']
['273', '621', '562', '874', '200']
['227', '900', '73', '190', '777']
['922', '870', '542', '3', '120']
['406', '713', '611', '414', '244']
['452', '752', '467', '375', '759']
['14', '427', '853', '997', '102']
['347', '750', '933', '251', '122']
['899', '753', '372', '925', '360']
['294', '89', '627', '128', '893']
['27', '270', '332', '245', '565']
['754', '907', '403', '201', '438']
['704', '125', '914', '601', '751']
['368', '280', '551', '328', '887']
['629', '478', '856', '350', '568']
['116', '552', '910', '596', '402']
['686', '226', '5', '319', '699']
['97', '317', '180', '916', '380']
['70', '352', '939', '926', '556']
['984', '590', '254', '336', '555']
['967', '776', '358', '363', '216']
['173', '693', '901', '730', '819']
['39', '230', '594', '18', '663']
['995', '710', '433', '817', '377']
['707', '941', '222', '602', '119']
['217', '923', '55', '8', '49']
['587', '677', '159', '746', '827']
['768', '480', '388', '680', '490']
['303', '657', '329', '172', '890']
['351', '673', '85', '429', '936']
['872', '396', '534', '842', '426']
['973', '927', '315', '584', '632']
['604', '330', '865', '945', '719']
['390', '800', '51', '53', '171']
['333', '934', '959', '304', '749']
['529', '656', '955', '666', '755']
['374', '723', '356', '481', '60']
['234', '138', '718', '675', '807']
['806', '778', '788', '591', '979']
['692', '607', '783', '52', '364']
['145', '828', '431', '689', '696']
['655', '909', '578', '307', '720']
['257', '938', '383', '355', '386']
['600', '667', '975', '742', '592']
['465', '564', '90', '701', '385']
['863', '443', '263', '822', '579']
['92', '605', '337', '688', '110']
['362', '501', '864', '420', '876']
['42', '434', '114', '690', '491']
['962', '142', '798', '983', '31']
['767', '841', '850', '105', '253']
['796', '435', '72', '4', '527']
['546', '50', '603', '589', '256']
['971', '196', '606', '349', '725']
['826', '920', '441', '779', '220']
['952', '316', '994', '213', '744']
